GEOID,Total,Elementary,Middle,High,STATEFP20,COUNTYFP20,TRACTCE20,Total Students,Grade_Cluster_Elementary,Grade_Cluster_Middle,Grade_Cluster_High,market_share_total,market_share_elementary,market_share_middle,market_share_high,replaced_by_county_ms_elementary,replaced_by_county_ms_middle,replaced_by_county_ms_high
37119005623,4039,313,0,261,37,119,005623,352,167,88,97,0.08715028472394157,0.5335463258785943,0.46119611095851776,0.3716475095785441,0,1,0
37119005624,2272,121,57,52,37,119,005624,291,112,61,118,0.12808098591549297,0.9256198347107438,0.46119611095851776,0.5956669683734754,0,1,1
37119005625,6620,525,411,264,37,119,005625,541,202,131,208,0.08172205438066465,0.38476190476190475,0.31873479318734793,0.7878787878787878,0,0,0
37119005626,3553,296,295,271,37,119,005626,624,282,128,214,0.17562623135378552,0.9527027027027027,0.43389830508474575,0.7896678966789668,0,0,0
37119005627,7445,768,893,461,37,119,005627,1298,551,327,420,0.17434519811954333,0.7174479166666666,0.3661814109742441,0.911062906724512,0,0,0
37119005709,4789,104,248,271,37,119,005709,400,150,91,159,0.08352474420547087,0.6925395620184098,0.36693548387096775,0.5867158671586716,1,0,0
37119005710,4411,343,182,401,37,119,005710,752,337,158,257,0.1704828836998413,0.9825072886297376,0.8681318681318682,0.6408977556109726,0,0,0
37119005712,3616,186,192,213,37,119,005712,455,184,95,176,0.1258296460176991,0.989247311827957,0.4947916666666667,0.8262910798122066,0,0,0
37119005713,4368,250,226,282,37,119,005713,450,203,94,153,0.10302197802197802,0.812,0.415929203539823,0.5425531914893617,0,0,0
37119005714,6141,224,331,580,37,119,005714,708,343,147,218,0.11529066927210552,0.6925395620184098,0.44410876132930516,0.3758620689655172,1,0,0
