GEOID,Total,Elementary,Middle,High,STATEFP20,COUNTYFP20,TRACTCE20,Total Students,Grade_Cluster_Elementary,Grade_Cluster_Middle,Grade_Cluster_High,market_share_total,market_share_elementary,market_share_middle,market_share_high,replaced_by_county_ms_elementary,replaced_by_county_ms_middle,replaced_by_county_ms_high
37119005715,2881,170,110,227,37,119,005715,231,97,54,80,0.08018049288441513,0.5705882352941176,0.4909090909090909,0.3524229074889868,0,0,0
37119005716,5631,352,628,474,37,119,005716,767,304,187,276,0.13621026460664182,0.8636363636363636,0.29777070063694266,0.5822784810126582,0,0,0
37119005718,3567,297,249,216,37,119,005718,443,189,91,163,0.12419400056069527,0.6363636363636364,0.3654618473895582,0.7546296296296297,0,0,0
37119005719,3342,34,239,281,37,119,005719,438,192,106,140,0.1310592459605027,0.6925395620184098,0.4435146443514644,0.498220640569395,1,0,0
37119005720,2223,160,0,135,37,119,005720,164,72,39,53,0.07377417903733693,0.45,0.46119611095851776,0.3925925925925926,0,1,0
37119005721,3696,157,188,186,37,119,005721,301,125,71,105,0.08143939393939394,0.7961783439490446,0.3776595744680851,0.5645161290322581,0,0,0
37119005722,2110,73,57,249,37,119,005722,392,149,98,145,0.18578199052132702,0.6925395620184098,0.46119611095851776,0.5823293172690763,1,1,0
37119005723,3353,186,93,95,37,119,005723,598,244,146,208,0.17834774828511782,0.6925395620184098,0.46119611095851776,0.5956669683734754,1,1,1
37119005811,4286,252,219,325,37,119,005811,259,105,52,102,0.06042930471301913,0.4166666666666667,0.2374429223744292,0.31384615384615383,0,0,0
37119005815,3747,179,245,261,37,119,005815,349,150,83,116,0.09314117961035495,0.8379888268156425,0.33877551020408164,0.4444444444444444,0,0,0
37119005816,4427,224,350,267,37,119,005816,430,171,106,153,0.09713124011746103,0.7633928571428571,0.3028571428571429,0.5730337078651685,0,0,0
37119005817,4387,363,403,266,37,119,005817,627,223,168,236,0.14292227034419877,0.6143250688705234,0.41687344913151364,0.8872180451127819,0,0,0
37119005824,4749,253,388,535,37,119,005824,899,480,200,219,0.18930301116024426,0.6925395620184098,0.5154639175257731,0.4093457943925234,1,0,0
37119005826,3034,168,152,282,37,119,005826,419,175,91,153,0.13810151615029664,0.6925395620184098,0.5986842105263158,0.5425531914893617,1,0,0
37119005827,2622,139,92,76,37,119,005827,372,158,93,121,0.14187643020594964,0.6925395620184098,0.46119611095851776,0.5956669683734754,1,1,1
37119005828,3741,131,273,384,37,119,005828,269,120,53,96,0.0719059075113606,0.916030534351145,0.19413919413919414,0.25,0,0,0
37119005829,1946,115,38,86,37,119,005829,249,112,59,78,0.12795477903391572,0.9739130434782609,0.46119611095851776,0.9069767441860465,0,1,0
37119005830,3501,149,73,406,37,119,005830,374,174,74,126,0.10682662096543845,0.6925395620184098,0.46119611095851776,0.3103448275862069,1,1,0
37119005832,3031,296,306,334,37,119,005832,517,193,126,198,0.17057076872319366,0.652027027027027,0.4117647058823529,0.592814371257485,0,0,0
37119005833,5262,326,277,481,37,119,005833,517,203,123,191,0.09825161535537819,0.6226993865030674,0.44404332129963897,0.3970893970893971,0,0,0
37119005834,4510,303,312,205,37,119,005834,602,275,141,186,0.13348115299334812,0.9075907590759076,0.4519230769230769,0.9073170731707317,0,0,0
37119005835,2610,204,189,220,37,119,005835,352,166,78,108,0.13486590038314175,0.8137254901960784,0.4126984126984127,0.4909090909090909,0,0,0
37119005836,3604,202,184,218,37,119,005836,625,272,137,216,0.17341842397336293,0.6925395620184098,0.7445652173913043,0.9908256880733946,1,0,0
37119005839,2548,107,182,86,37,119,005839,268,132,65,71,0.10518053375196232,0.6925395620184098,0.35714285714285715,0.8255813953488372,1,0,0
37119005840,2020,133,165,70,37,119,005840,319,139,63,117,0.15792079207920792,0.6925395620184098,0.38181818181818183,0.5956669683734754,1,0,1
37119005843,3130,176,336,244,37,119,005843,550,203,119,228,0.1757188498402556,0.6925395620184098,0.3541666666666667,0.9344262295081968,1,0,0
37119005845,6168,876,379,258,37,119,005845,1294,524,349,421,0.20979247730220493,0.5981735159817352,0.920844327176781,0.5956669683734754,0,0,1
37119005846,3697,186,426,490,37,119,005846,619,259,131,229,0.16743305382742765,0.6925395620184098,0.3075117370892019,0.4673469387755102,1,0,0
37119005847,5248,533,270,438,37,119,005847,619,271,136,212,0.11794969512195122,0.5084427767354597,0.5037037037037037,0.4840182648401826,0,0,0
37119005848,4918,405,423,524,37,119,005848,829,357,192,280,0.16856445709638065,0.8814814814814815,0.45390070921985815,0.5343511450381679,0,0,0
37119005849,3184,198,279,163,37,119,005849,469,176,106,187,0.14729899497487436,0.8888888888888888,0.37992831541218636,0.5956669683734754,0,0,1
37119005850,2246,98,100,118,37,119,005850,426,181,119,126,0.18967052537845058,0.6925395620184098,0.46119611095851776,0.5956669683734754,1,1,1
37119005851,4891,326,352,296,37,119,005851,779,294,215,270,0.1592721324882437,0.901840490797546,0.6107954545454546,0.9121621621621622,0,0,0
37119005852,2193,147,53,18,37,119,005852,290,146,80,64,0.1322389420884633,0.9931972789115646,0.46119611095851776,0.5956669683734754,0,1,1
37119005853,2288,241,50,47,37,119,005853,142,77,26,39,0.062062937062937064,0.31950207468879666,0.52,0.8297872340425532,0,0,0
37119005854,2680,160,82,194,37,119,005854,450,215,110,125,0.16791044776119404,0.6925395620184098,0.46119611095851776,0.6443298969072165,1,1,0
37119005855,4771,207,548,405,37,119,005855,803,302,185,316,0.16830853070635088,0.6925395620184098,0.3375912408759124,0.7802469135802469,1,0,0
37119005856,2447,255,171,149,37,119,005856,630,258,153,219,0.25745811197384555,0.6925395620184098,0.8947368421052632,0.5956669683734754,1,0,1
37119005857,2009,99,91,83,37,119,005857,469,174,117,178,0.23344947735191637,0.6925395620184098,0.46119611095851776,0.5956669683734754,1,1,1
37119005858,4112,323,501,300,37,119,005858,1035,442,254,339,0.2517023346303502,0.6925395620184098,0.5069860279441117,0.5956669683734754,1,0,1
37119005859,2696,123,195,216,37,119,005859,509,213,127,169,0.18879821958456974,0.6925395620184098,0.6512820512820513,0.7824074074074074,1,0,0
37119005860,4524,328,408,255,37,119,005860,718,300,173,245,0.15870910698496907,0.9146341463414634,0.42401960784313725,0.9607843137254902,0,0,0
37119005861,2945,145,90,80,37,119,005861,436,199,111,126,0.14804753820033956,0.6925395620184098,0.46119611095851776,0.5956669683734754,1,1,1
37119005862,3052,53,258,361,37,119,005862,493,201,115,177,0.16153342070773263,0.6925395620184098,0.44573643410852715,0.4903047091412742,1,0,0
37119005863,3950,274,486,222,37,119,005863,719,254,174,291,0.1820253164556962,0.927007299270073,0.35802469135802467,0.5956669683734754,0,0,1
37119005864,4847,619,350,278,37,119,005864,1105,368,303,434,0.22797606767072415,0.5945072697899838,0.8657142857142858,0.5956669683734754,0,0,1
37119005865,2138,58,121,102,37,119,005865,217,99,48,70,0.10149672591206735,0.6925395620184098,0.39669421487603307,0.6862745098039216,1,0,0
37119005866,4134,178,163,116,37,119,005866,472,191,132,149,0.11417513304305757,0.6925395620184098,0.8098159509202454,0.5956669683734754,1,0,1
37119005867,3589,265,123,124,37,119,005867,576,265,128,183,0.160490387294511,1,0.46119611095851776,0.5956669683734754,0,1,1
37119005868,2718,302,142,406,37,119,005868,235,100,54,81,0.08646063281824871,0.33112582781456956,0.38028169014084506,0.19950738916256158,0,0,0
37119005908,2003,56,90,96,37,119,005908,219,111,38,70,0.10933599600599102,0.6925395620184098,0.4222222222222222,0.7291666666666666,1,0,0
37119005910,6130,879,466,290,37,119,005910,946,399,203,344,0.15432300163132137,0.4539249146757679,0.4356223175965665,0.5956669683734754,0,0,1
37119005913,6926,422,224,331,37,119,005913,1040,463,224,353,0.15015882183078255,0.6925395620184098,1,0.5956669683734754,1,0,1
37119005915,2734,42,93,100,37,119,005915,153,66,34,53,0.05596196049743965,0.6925395620184098,0.3655913978494624,0.53,1,0,0
37119005916,2549,246,195,135,37,119,005916,458,227,101,130,0.17967830521773245,0.9227642276422764,0.517948717948718,0.9629629629629629,0,0,0
37119005918,5098,607,432,312,37,119,005918,888,402,191,295,0.17418595527657904,0.6622734761120264,0.44212962962962965,0.9455128205128205,0,0,0
37119005919,3270,199,223,204,37,119,005919,345,163,79,103,0.10550458715596331,0.8190954773869347,0.3542600896860987,0.5049019607843137,0,0,0
37119005920,2387,88,81,183,37,119,005920,497,219,114,164,0.20821114369501467,0.6925395620184098,0.46119611095851776,0.8961748633879781,1,1,0
37119005921,3545,164,193,112,37,119,005921,284,127,60,97,0.08011283497884344,0.774390243902439,0.31088082901554404,0.8660714285714286,0,0,0
37119005922,4144,435,345,283,37,119,005922,657,272,152,233,0.15854247104247104,0.6252873563218391,0.44057971014492753,0.823321554770318,0,0,0
37119005923,4733,309,470,530,37,119,005923,762,336,174,252,0.16099725332769912,0.6925395620184098,0.3702127659574468,0.47547169811320755,1,0,0
37119005924,6865,493,394,454,37,119,005924,796,358,165,273,0.11595047341587764,0.7261663286004056,0.41878172588832485,0.6013215859030837,0,0,0
37119005925,3142,293,182,313,37,119,005925,531,230,124,177,0.16900063653723743,0.7849829351535836,0.6813186813186813,0.5654952076677316,0,0,0
37119005926,6313,700,482,253,37,119,005926,1089,566,208,315,0.17250118802471093,0.8085714285714286,0.4315352697095436,0.5956669683734754,0,0,1
37119005927,7672,267,363,379,37,119,005927,510,220,105,185,0.0664754953076121,0.8239700374531835,0.2892561983471074,0.48812664907651715,0,0,0
37119005928,1677,149,71,150,37,119,005928,277,95,67,115,0.16517590936195586,0.6375838926174496,0.9436619718309859,0.7666666666666667,0,0,0
37119005929,4384,389,232,253,37,119,005929,480,193,106,181,0.10948905109489052,0.4961439588688946,0.45689655172413796,0.7154150197628458,0,0,0
37119005930,2961,140,279,94,37,119,005930,408,178,100,130,0.13779128672745694,0.6925395620184098,0.35842293906810035,0.5956669683734754,1,0,1
37119005931,3819,188,166,122,37,119,005931,418,188,95,135,0.10945273631840796,1,0.572289156626506,0.5956669683734754,0,0,1
37119005932,2633,141,167,169,37,119,005932,307,133,63,111,0.11659703759969617,0.9432624113475178,0.3772455089820359,0.6568047337278107,0,0,0
37119006005,3194,283,171,364,37,119,006005,563,259,142,162,0.1762680025046963,0.9151943462897526,0.8304093567251462,0.44505494505494503,0,0,0
37119006008,3513,107,65,238,37,119,006008,428,187,101,140,0.12183319100483916,0.6925395620184098,0.46119611095851776,0.5882352941176471,1,1,0
37119006009,3500,290,167,274,37,119,006009,448,183,117,148,0.128,0.6310344827586207,0.7005988023952096,0.5401459854014599,0,0,0
37119006011,2924,130,150,65,37,119,006011,671,327,139,205,0.22948016415868672,0.6925395620184098,0.9266666666666666,0.5956669683734754,1,0,1
37119006012,4783,360,347,253,37,119,006012,850,362,227,261,0.1777127325946059,0.6925395620184098,0.654178674351585,0.5956669683734754,1,0,1
37119006013,4959,116,357,379,37,119,006013,722,306,166,250,0.14559386973180077,0.6925395620184098,0.4649859943977591,0.6596306068601583,1,0,0
37119006014,3717,365,129,286,37,119,006014,342,160,85,97,0.09200968523002422,0.4383561643835616,0.6589147286821705,0.33916083916083917,0,0,0
37119006015,4181,333,235,279,37,119,006015,556,251,142,163,0.13298254006218607,0.7537537537537538,0.6042553191489362,0.5842293906810035,0,0,0
37119006016,2889,79,284,264,37,119,006016,653,258,171,224,0.22602976808584285,0.6925395620184098,0.602112676056338,0.8484848484848485,1,0,0
37119006103,4194,192,177,284,37,119,006103,448,207,105,136,0.10681926561754888,0.6925395620184098,0.5932203389830508,0.4788732394366197,1,0,0
37119006105,2882,206,187,169,37,119,006105,364,114,92,158,0.12630117973629423,0.5533980582524272,0.4919786096256685,0.9349112426035503,0,0,0
37119006108,4435,284,200,521,37,119,006108,728,285,181,262,0.1641488162344983,0.6925395620184098,0.905,0.5028790786948176,1,0,0
37119006109,4324,363,42,274,37,119,006109,422,177,95,150,0.09759481961147086,0.48760330578512395,0.46119611095851776,0.5474452554744526,0,1,0
37119006110,5575,564,405,176,37,119,006110,908,414,211,283,0.16286995515695069,0.7340425531914894,0.5209876543209877,0.5956669683734754,0,0,1
37119006111,3590,120,229,262,37,119,006111,577,248,141,188,0.16072423398328692,0.6925395620184098,0.6157205240174672,0.7175572519083969,1,0,0
37119006112,2202,343,2,32,37,119,006112,289,135,74,80,0.13124432334241598,0.3935860058309038,0.46119611095851776,0.5956669683734754,0,1,1
37119006113,3073,53,141,126,37,119,006113,348,149,72,127,0.11324438659290595,0.6925395620184098,0.5106382978723404,0.5956669683734754,1,0,1
37119006114,3112,137,151,148,37,119,006114,602,253,136,213,0.19344473007712082,0.6925395620184098,0.9006622516556292,0.5956669683734754,1,0,1
37119006115,3649,332,0,303,37,119,006115,183,95,32,56,0.050150726226363386,0.286144578313253,0.46119611095851776,0.1848184818481848,0,1,0
37119006208,3764,324,291,281,37,119,006208,368,139,91,138,0.09776833156216791,0.42901234567901236,0.3127147766323024,0.49110320284697506,0,0,0
37119006209,4869,344,457,205,37,119,006209,388,144,94,150,0.07968782090778394,0.4186046511627907,0.20568927789934355,0.7317073170731707,0,0,0
37119006210,4739,386,281,186,37,119,006210,425,254,80,91,0.08968136737708378,0.6580310880829016,0.2846975088967972,0.489247311827957,0,0,0
37119006211,6546,485,746,340,37,119,006211,645,391,118,136,0.09853345554537121,0.8061855670103093,0.1581769436997319,0.4,0,0,0
37119006212,4211,376,135,196,37,119,006212,429,224,83,122,0.10187603894561861,0.5957446808510638,0.6148148148148148,0.6224489795918368,0,0,0
37119006214,4074,358,255,245,37,119,006214,484,253,120,111,0.11880216003927344,0.7067039106145251,0.47058823529411764,0.4530612244897959,0,0,0
37119006216,1917,127,94,167,37,119,006216,184,61,38,85,0.09598330725091289,0.48031496062992124,0.40425531914893614,0.5089820359281437,0,0,0
37119006217,3035,210,144,203,37,119,006217,316,114,69,133,0.10411861614497529,0.5428571428571428,0.4791666666666667,0.6551724137931034,0,0,0
37119006218,2938,148,228,239,37,119,006218,220,79,49,92,0.07488087134104833,0.5337837837837838,0.2149122807017544,0.38493723849372385,0,0,0
37119006219,3005,49,335,287,37,119,006219,127,48,22,57,0.04226289517470882,0.9795918367346939,0.06567164179104477,0.1986062717770035,0,0,0
37119006220,2840,129,83,250,37,119,006220,110,35,27,48,0.03873239436619718,0.2713178294573643,0.3253012048192771,0.192,0,0,0
37119006221,3861,385,280,11,37,119,006221,490,245,123,122,0.1269101269101269,0.6363636363636364,0.4392857142857143,0.5956669683734754,0,0,1
37119006222,3960,368,343,288,37,119,006222,375,178,89,108,0.0946969696969697,0.483695652173913,0.2594752186588921,0.375,0,0,0
37119006223,2453,327,272,109,37,119,006223,354,151,93,110,0.1443130860171219,0.4617737003058104,0.34191176470588236,0.5956669683734754,0,0,1
37119006224,3182,158,165,187,37,119,006224,494,243,129,122,0.1552482715273413,0.6925395620184098,0.7818181818181819,0.6524064171122995,1,0,0
37119006305,4203,322,362,458,37,119,006305,195,101,33,61,0.046395431834404,0.3136645962732919,0.09116022099447514,0.1331877729257642,0,0,0
37119006306,1399,98,55,28,37,119,006306,182,97,34,51,0.13009292351679771,0.9897959183673469,0.6181818181818182,0.5956669683734754,0,0,1
37119006307,4589,314,389,354,37,119,006307,390,184,84,122,0.08498583569405099,0.5859872611464968,0.2159383033419023,0.3446327683615819,0,0,0
37119006308,4271,351,263,207,37,119,006308,517,240,111,166,0.12104893467571998,0.6837606837606838,0.4220532319391635,0.8019323671497585,0,0,0
37119006309,1830,157,156,116,37,119,006309,334,157,79,98,0.1825136612021858,1,0.5064102564102564,0.8448275862068966,0,0,0
37119006310,3365,143,234,137,37,119,006310,399,215,90,94,0.11857355126300148,0.6925395620184098,0.38461538461538464,0.6861313868613139,1,0,0
37119006311,4053,314,402,329,37,119,006311,646,253,145,248,0.15938810757463606,0.8057324840764332,0.36069651741293535,0.7537993920972644,0,0,0
37119006403,5716,182,318,860,37,119,006403,477,209,104,164,0.08344996501049685,0.6925395620184098,0.3270440251572327,0.19069767441860466,1,0,0
37119006404,7304,611,792,488,37,119,006404,1135,514,267,354,0.15539430449069003,0.8412438625204582,0.3371212121212121,0.7254098360655737,0,0,0
37119006407,4104,258,487,553,37,119,006407,592,210,160,222,0.1442495126705653,0.813953488372093,0.32854209445585214,0.4014466546112116,0,0,0
37119006408,2945,202,259,181,37,119,006408,301,142,79,80,0.10220713073005093,0.7029702970297029,0.305019305019305,0.4419889502762431,0,0,0
37119006409,3059,194,180,325,37,119,006409,341,125,86,130,0.11147433801896045,0.6443298969072165,0.4777777777777778,0.4,0,0,0
37119006410,3267,176,257,297,37,119,006410,579,211,146,222,0.17722681359044995,0.6925395620184098,0.5680933852140078,0.7474747474747475,1,0,0
37119006411,3011,228,373,286,37,119,006411,444,177,122,145,0.147459315841913,0.7763157894736842,0.32707774798927614,0.506993006993007,0,0,0
37119980100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6925395620184098,0.46119611095851776,0.5956669683734754,1,1,1
37119980200,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.6925395620184098,0.46119611095851776,0.5956669683734754,1,1,1
37119980300,29,0,0,12,37,119,980300,1,0,1,0,0.034482758620689655,0.6925395620184098,0.46119611095851776,0,1,1,0
