GEOID,state,county,tract,NAME,total_people,percent_hispanic,percent_nonhisp,percent_white_nonhisp,percent_black_nonhisp,percent_aian_nonhisp,percent_asian_nonhisp,percent_nhpi_nonhisp,percent_other_nonhisp,percent_two_or_more_nonhisp,total_units_in_structure,boat_rv_van,mobile_home,50_plus_units,20_to_49_units,10_to_19_units,5_to_9_units,3_or_4_units,2_units,1_unit_attached_home,1_unit_detached_home,percent_kids_under18,percent_kids_under6,percent_kids_6to17,housing_units,median_gross_rent,median_owner_cost_no_mortgage,median_owner_cost_mortgage,median_owner_cost,percent_renter_occupied,percent_owner_occupied,black_female_under5,black_female_5to9,black_female_10to14,black_female_15to17,black_male_under5,black_male_5to9,black_male_10to14,black_male_15to17,white_male_under5,white_male_5to9,white_male_10to14,white_male_15to17,white_female_under5,white_female_5to9,white_female_10to14,white_female_15to17,native_male_under5,native_male_5to9,native_male_10to14,native_male_15to17,native_female_under5,native_female_5to9,native_female_10to14,native_female_15to17,asian_male_under5,asian_male_5to9,asian_male_10to14,asian_male_15to17,asian_female_under5,asian_female_5to9,asian_female_10to14,asian_female_15to17,hisp_male_under5,hisp_male_5to9,hisp_male_10to14,hisp_male_15to17,hisp_female_under5,hisp_female_5to9,hisp_female_10to14,hisp_female15to17,nhpi_male_under5,nhpi_male_5to9,nhpi_male_10to14,nhpi_male_15to17,nhpi_female_under5,nhpi_female_5to9,nhpi_female_10to14,nhpi_female_15to17,other_male_under5,other_male_5to9,other_male_10to14,other_male_15to17,other_female_under5,other_female_5to9,other_female_10to14,other_female_15to17
37119003108,37,119,003108,"Census Tract 31.08, Mecklenburg County, North Carolina",3762,0.40802764486975013,0.5919723551302498,0.290802764486975,0.2666135034556087,0.0018607123870281765,0.019138755980861243,0,0,0.013556618819776715,1555,0,0,22,344,226,182,18,43,171,549,1.0574837310195229,0.3969631236442516,0.6605206073752712,1555,1135,497,1534,996,0.6587193460490464,0.3412806539509537,22,101,45,38,98,27,29,0,20,10,14,13,29,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,40,82,45,81,67,74,40,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,10
37119003109,37,119,003109,"Census Tract 31.09, Mecklenburg County, North Carolina",4151,0.5227655986509275,0.4772344013490725,0.1069621777884847,0.3382317513852084,0,0.01927246446639364,0,0,0.012768007708985786,1644,0,8,59,613,433,281,80,18,123,29,1.103225806451613,0.4377880184331797,0.6654377880184332,1644,1197,456,NA,481,0.9863636363636363,0.013636363636363636,61,23,20,54,28,68,65,4,8,8,0,8,11,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,133,123,92,60,216,68,150,85,0,0,0,0,0,0,0,0,32,0,0,0,36,0,17,17
37119003110,37,119,003110,"Census Tract 31.10, Mecklenburg County, North Carolina",2205,0.11383219954648525,0.8861678004535147,0.8022675736961451,0,0,0.0072562358276643995,0,0,0.07664399092970521,1077,0,0,213,0,0,0,0,0,11,853,1,0.5135135135135135,0.4864864864864865,1077,1826,517,1557,1485,0.2162426614481409,0.7837573385518591,0,0,0,0,0,0,0,0,55,32,14,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,38,0,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003111,37,119,003111,"Census Tract 31.11, Mecklenburg County, North Carolina",3309,0.04835297673012995,0.95164702326987,0.8649138712601995,0.037775763070414026,0,0.04895738893925657,0,0,0,1930,0,0,893,52,31,241,13,0,107,593,1,0.3168674698795181,0.6831325301204819,1930,1640,392,1559,1505,0.5083432657926102,0.49165673420738976,0,0,0,0,0,0,0,0,230,351,150,0,33,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003201,37,119,003201,"Census Tract 32.01, Mecklenburg County, North Carolina",2807,0.21660135375846098,0.783398646241539,0.713216957605985,0.04773779836123976,0,0.006768792304951906,0,0,0.015675097969362308,1348,0,0,0,0,85,177,82,0,1,1003,1,0.38146551724137934,0.6185344827586207,1348,985,449,1564,1218,0.27459016393442626,0.7254098360655737,0,0,0,21,0,0,0,0,80,43,19,0,77,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,14,41,53,0,0,0,0,0,0,0,0,0,13,13,0,0,11,41,53
37119003203,37,119,003203,"Census Tract 32.03, Mecklenburg County, North Carolina",2520,0.061507936507936505,0.9384920634920635,0.6202380952380953,0.21984126984126984,0,0.028174603174603175,0,0,0.07023809523809524,1523,0,0,78,163,585,140,107,0,93,357,1,0.7071583514099783,0.2928416485900217,1523,1137,472,2102,1902,0.7529850746268657,0.24701492537313433,49,0,0,0,31,0,7,0,95,35,29,8,93,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003204,37,119,003204,"Census Tract 32.04, Mecklenburg County, North Carolina",3244,0.05887792848335388,0.9411220715166461,0.8135018495684341,0.057028360049321825,0,0.013563501849568433,0,0,0.057028360049321825,1757,0,0,164,250,136,162,82,17,179,767,1,0.53125,0.46875,1757,1340,721,1998,1538,0.33518862090290663,0.6648113790970934,11,0,0,0,0,0,0,0,131,59,8,23,47,76,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,8,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003301,37,119,003301,"Census Tract 33.01, Mecklenburg County, North Carolina",1260,0.05873015873015873,0.9412698412698413,0.8952380952380953,0.046031746031746035,0,0,0,0,0,863,0,0,504,0,0,0,49,98,98,114,1,0.7317073170731707,0.2682926829268293,863,1494,NA,1991,1954,0.8821243523316062,0.11787564766839378,0,0,0,0,0,0,0,0,23,14,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12
37119003302,37,119,003302,"Census Tract 33.02, Mecklenburg County, North Carolina",2632,0.020516717325227963,0.979483282674772,0.868161094224924,0.02507598784194529,0,0.03305471124620061,0,0,0.05319148936170213,1222,0,0,30,0,63,41,144,0,296,648,1,0.5758241758241758,0.42417582417582417,1222,1598,620,2139,1616,0.3915966386554622,0.6084033613445378,0,0,0,0,0,0,0,0,159,41,25,15,52,10,49,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003401,37,119,003401,"Census Tract 34.01, Mecklenburg County, North Carolina",1801,0.18989450305385897,0.810105496946141,0.7523598001110494,0.0138811771238201,0,0.018878400888395337,0,0,0.02498611882287618,1136,0,0,543,65,72,50,0,6,172,228,1,0.30952380952380953,0.6904761904761905,1136,1858,950,1702,1489,0.5849609375,0.4150390625,0,0,0,0,0,0,0,0,6,35,0,26,5,6,71,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003402,37,119,003402,"Census Tract 34.02, Mecklenburg County, North Carolina",4023,0.0457370121799652,0.9542629878200348,0.8951031568481232,0.009445687298036291,0,0.02361421824509073,0,0,0.02609992542878449,1873,0,0,61,121,122,96,79,26,285,1083,1,0.4104903078677309,0.5895096921322691,1873,1611,987,2918,2239,0.32151162790697674,0.6784883720930233,0,0,0,0,0,1,0,0,169,36,51,75,143,103,172,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
37119003500,37,119,003500,"Census Tract 35, Mecklenburg County, North Carolina",2674,0.02281226626776365,0.9771877337322363,0.8930441286462228,0.006357516828721017,0,0.02505609573672401,0,0.0381451009723261,0.014584891548242334,1792,0,0,654,68,54,105,90,32,197,592,1,0.2901960784313726,0.7098039215686275,1792,1631,983,2608,2066,0.39173967459324155,0.6082603254067585,0,0,0,0,0,0,0,0,7,36,46,35,21,14,20,8,0,0,0,0,0,0,0,0,7,0,8,0,0,8,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003600,37,119,003600,"Census Tract 36, Mecklenburg County, North Carolina",3512,0.09766514806378132,0.9023348519362187,0.42198177676537585,0.40660592255125283,0.00939635535307517,0.03189066059225513,0,0.0011389521640091116,0.03132118451025057,2320,0,0,622,71,103,6,108,121,129,1160,1.0211416490486258,0.5369978858350951,0.48414376321353064,2320,1396,346,1878,1313,0.6378685980341439,0.3621314019658562,80,44,54,25,37,28,0,10,24,11,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
37119003701,37,119,003701,"Census Tract 37.01, Mecklenburg County, North Carolina",1693,0.0070880094506792675,0.9929119905493208,0.7879503839338452,0.1512108682811577,0,0.0318960425280567,0,0.01299468399291199,0.008860011813349085,1494,0,0,933,14,87,127,30,80,201,22,1,0,1,1494,1515,NA,NA,NA,1,0,0,16,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003702,37,119,003702,"Census Tract 37.02, Mecklenburg County, North Carolina",2377,0.06100126209507783,0.9389987379049222,0.44678165755153554,0.4652923853596971,0.002524190155658393,0.01051745898190997,0,0,0.013883045856121162,1209,0,0,493,168,4,60,124,55,221,84,1.033195020746888,0.31742738589211617,0.7157676348547718,1209,1412,NA,1691,1591,0.9055045871559633,0.0944954128440367,70,0,117,5,32,0,78,77,30,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,0,0,0,0
37119003802,37,119,003802,"Census Tract 38.02, Mecklenburg County, North Carolina",3004,0.1288282290279627,0.8711717709720372,0.02896138482023968,0.8245672436750998,0.008322237017310254,0,0,0,0.009320905459387484,1344,0,0,101,0,251,87,67,0,15,823,1.010174418604651,0.14098837209302326,0.8691860465116279,1344,957,338,976,728,0.6372629843363561,0.36273701566364386,0,0,170,17,112,43,229,117,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,82,37,0,0,49,0,0,0,0,0,0,0,0,0,0,24,50,0,0,0,0,0
37119003805,37,119,003805,"Census Tract 38.05, Mecklenburg County, North Carolina",3850,0.08987012987012986,0.9101298701298701,0.4012987012987013,0.22987012987012986,0,0.23792207792207792,0,0.016883116883116882,0.024155844155844156,2049,0,0,210,646,461,183,0,32,290,227,1.2208333333333334,0.5333333333333333,0.6875,2049,1341,463,1860,1823,0.8175,0.1825,0,35,11,0,0,115,0,0,0,0,22,21,32,0,28,0,0,0,0,0,0,0,0,0,94,36,0,0,89,0,0,0,0,50,0,0,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003807,37,119,003807,"Census Tract 38.07, Mecklenburg County, North Carolina",4763,0.49926516901112744,0.5007348309888726,0.08461053957589755,0.35544824690321225,0,0.0447197144656729,0,0,0.015956330044089858,1648,0,0,0,137,368,185,29,14,56,859,1.2480280455740578,0.4662576687116564,0.7817703768624014,1648,1158,446,1085,898,0.6423452768729642,0.35765472312703583,57,124,23,101,63,26,0,63,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,194,74,43,211,241,109,47,0,0,0,0,0,0,0,0,20,85,26,0,51,68,23,0
37119003808,37,119,003808,"Census Tract 38.08, Mecklenburg County, North Carolina",6833,0.655788087223767,0.344211912776233,0.042441094687545734,0.2777696472998683,2.926972047416947e-4,0.022098638957997952,0,0,0.0016098346260793209,2229,0,80,75,430,500,707,69,14,36,318,1.0996038483305037,0.4029428409734012,0.6966610073571025,2229,1132,539,1199,1038,0.8034466697717746,0.19655333022822544,91,41,118,24,81,23,23,26,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,0,0,339,350,143,92,140,252,108,112,0,0,0,0,0,0,0,0,55,107,10,41,56,52,70,58
37119003809,37,119,003809,"Census Tract 38.09, Mecklenburg County, North Carolina",3654,0.20607553366174056,0.7939244663382594,0.2014230979748221,0.4526546250684182,0,0.11904761904761904,0,0,0.02079912424740011,1375,0,23,61,275,95,18,0,64,106,733,1.0467980295566504,0.46551724137931033,0.5812807881773399,1375,1417,344,1134,1015,0.4935897435897436,0.5064102564102564,63,22,29,74,73,81,0,60,21,36,15,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,71,85,0,0,0,0,0,65,0,0,0,0,0,0,0,0,71,65,0,0,0,0,0,65
37119003810,37,119,003810,"Census Tract 38.10, Mecklenburg County, North Carolina",4731,0.41407736207989854,0.5859226379201015,0.1067427605157472,0.29169308814204187,0,0.1874867892623124,0,0,0,1725,0,0,36,367,284,183,0,0,63,792,1.4797468354430379,0.4759493670886076,1.0037974683544304,1725,1264,512,951,811,0.683944374209861,0.31605562579013907,0,79,23,0,0,171,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33,0,0,94,0,0,0,0,97,236,0,190,94,0,111,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
37119003811,37,119,003811,"Census Tract 38.11, Mecklenburg County, North Carolina",2112,0.10984848484848485,0.8901515151515151,0.13399621212121213,0.6676136363636364,0,0.03787878787878788,0,0.03598484848484849,0.014678030303030304,1133,0,0,70,51,38,58,0,0,241,675,1,0,1,1133,1333,285,819,757,0.604012671594509,0.395987328405491,0,94,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119003902,37,119,003902,"Census Tract 39.02, Mecklenburg County, North Carolina",4925,0.08406091370558376,0.9159390862944162,0.03350253807106599,0.8162436548223351,0,0.017258883248730966,0,0,0.04893401015228426,2096,0,55,70,103,95,168,258,50,237,1060,1.1144238517324738,0.3295729250604351,0.7848509266720387,2096,945,456,922,738,0.6604060913705584,0.3395939086294416,145,144,152,32,103,106,199,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,22,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,27,24,0
37119003903,37,119,003903,"Census Tract 39.03, Mecklenburg County, North Carolina",1953,0.15514592933947774,0.8448540706605223,0.04352278545826933,0.6917562724014337,0,0.061955965181771634,0,0.044034818228366614,0.0035842293906810036,968,0,0,209,99,115,127,53,94,62,209,1,0.4644607843137255,0.5355392156862745,968,579,741,NA,752,0.9366359447004609,0.06336405529953917,146,30,32,20,97,102,99,32,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,26,14,0,6,0,0,0,0,21,7,0,88,32,19,0,0,0,0,0,0,0,0,0,0,18,7,0,17,5,36,0
37119004000,37,119,004000,"Census Tract 40, Mecklenburg County, North Carolina",4448,0.06182553956834532,0.9381744604316546,0.1443345323741007,0.6492805755395683,0.00539568345323741,0.07598920863309352,0,0.006969424460431655,0.05620503597122302,1973,0,73,43,0,41,22,109,92,294,1299,1.0443514644351464,0.2610878661087866,0.7832635983263598,1973,1073,390,886,758,0.5435868961687951,0.45641310383120487,134,219,24,58,97,127,263,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,9,0,0,17,0,0,19,0,15,16,0,0,0,0,0,0,0,0,0,17,0,11,19,0,15,16
37119004101,37,119,004101,"Census Tract 41.01, Mecklenburg County, North Carolina",1748,0.10469107551487414,0.8953089244851259,0.40560640732265446,0.4399313501144165,0,0.005148741418764302,0,0,0.04462242562929062,878,0,0,141,85,16,0,22,39,335,240,1,0.23140495867768596,0.768595041322314,878,1372,NA,1648,1492,0.6621287128712872,0.3378712871287129,2,79,97,0,38,1,44,58,42,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119004102,37,119,004102,"Census Tract 41.02, Mecklenburg County, North Carolina",2872,0.10376044568245125,0.8962395543175488,0.3906685236768802,0.3708217270194986,0,0.06963788300835655,0,0,0.06511142061281337,1571,0,0,92,165,220,48,97,92,289,568,1,0.38095238095238093,0.6190476190476191,1571,1466,427,2150,2033,0.5542607428987618,0.4457392571012382,0,0,0,0,40,7,0,72,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,20,48,0,0,0,0,0,83,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119004200,37,119,004200,"Census Tract 42, Mecklenburg County, North Carolina",2975,0.05546218487394958,0.9445378151260504,0.1626890756302521,0.7089075630252101,0,3.361344537815126e-4,0,0,0.07260504201680672,1526,0,28,0,0,34,147,82,53,74,1108,1.793103448275862,0.7002652519893899,1.0928381962864722,1526,1078,354,1074,750,0.6472416472416472,0.35275835275835277,73,49,164,23,31,114,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119004302,37,119,004302,"Census Tract 43.02, Mecklenburg County, North Carolina",4686,0.1252667520273154,0.8747332479726846,0.057405036278275715,0.7460520699957319,0,0.0499359795134443,0,0,0.021340162185232606,2100,0,138,98,0,150,143,81,9,67,1414,1.0729813664596273,0.20108695652173914,0.8718944099378882,2100,1029,377,876,675,0.6047032474804032,0.39529675251959684,108,133,167,44,65,177,195,113,0,9,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,40,0,16,65,48,56,71,14,59,0,0,0,0,0,0,0,0,0,0,65,33,56,37,0,0,0
37119004303,37,119,004303,"Census Tract 43.03, Mecklenburg County, North Carolina",2489,0.12374447569304942,0.8762555243069505,0.2040980313378867,0.5198875050220972,0,0.08196062675773402,0,0.03495379670550422,0.035355564483728404,1063,0,7,0,29,58,0,9,47,9,904,1.2891566265060241,0.5140562248995983,0.7751004016064257,1063,1055,461,1039,912,0.3134479271991911,0.6865520728008089,25,10,42,0,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,6,27,0,0,0,8,10,14,31,14,21,0,0,0,0,0,0,0,0,0,0,8,0,10,0,4,43,0
37119004304,37,119,004304,"Census Tract 43.04, Mecklenburg County, North Carolina",4490,0.1487750556792873,0.8512249443207127,0.057015590200445436,0.6746102449888641,0,0.09821826280623608,0,0,0.021380846325167038,1495,0,0,0,0,137,121,18,0,68,1151,1.4822043628013777,0.49598163030998854,0.9862227324913893,1495,991,393,1101,900,0.4637992831541219,0.5362007168458781,171,237,55,125,20,15,168,119,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,33,0,22,23,0,16,23,11,95,88,24,0,0,0,0,0,0,0,0,0,0,16,0,11,95,67,24,0
37119004306,37,119,004306,"Census Tract 43.06, Mecklenburg County, North Carolina",3768,0.28343949044585987,0.7165605095541401,0.03556263269639066,0.6382696390658175,0,0,0,0,0.04272823779193206,1380,0,82,37,0,129,582,119,26,52,353,1,0.31919905771495877,0.6808009422850412,1380,1014,NA,NA,NA,0.974981046247157,0.025018953752843062,25,0,22,22,56,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,118,70,91,39,165,74,0,0,0,0,0,0,0,0,0,51,71,35,24,39,85,0,0
37119004307,37,119,004307,"Census Tract 43.07, Mecklenburg County, North Carolina",5033,0.09020464931452414,0.9097953506854759,0.19670176832902841,0.6721637194516193,0,0.03794953308166104,0,0,0.0029803298231670973,1573,0,0,0,0,0,0,0,0,45,1528,1.346551724137931,0.3086206896551724,1.0379310344827586,1573,1190,400,1199,1140,0.28861256544502617,0.7113874345549738,106,298,24,123,47,146,0,44,0,0,40,0,17,40,0,48,0,0,0,0,0,0,0,0,4,0,0,0,5,24,11,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
37119004400,37,119,004400,"Census Tract 44, Mecklenburg County, North Carolina",4021,0.1725938821188759,0.8274061178811241,0.11763242974384482,0.6025864212882368,0,0.10494901765729918,0,0,0.002238249191743347,1611,0,24,0,0,0,36,47,91,29,1384,1.180461329715061,0.5332428765264586,0.6472184531886025,1611,1139,370,950,853,0.4156939040207523,0.5843060959792478,47,54,88,15,91,30,109,93,0,0,28,16,5,12,35,5,0,0,0,0,0,0,0,0,5,28,5,0,0,0,0,11,137,0,0,25,0,101,0,0,0,0,0,0,0,0,0,0,137,0,0,25,0,92,0,0
37119004500,37,119,004500,"Census Tract 45, Mecklenburg County, North Carolina",3036,0.007905138339920948,0.9920948616600791,0.1225296442687747,0.7483530961791831,0.027997364953886692,0.03359683794466403,0,0,0.05961791831357049,1364,0,0,0,0,0,225,79,20,0,1040,1.1978260869565218,0.5804347826086956,0.6173913043478261,1364,926,370,746,552,0.43397683397683395,0.566023166023166,51,86,77,0,104,76,60,11,37,0,25,0,34,26,0,0,0,0,0,0,0,0,0,0,8,25,0,15,0,8,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119004600,37,119,004600,"Census Tract 46, Mecklenburg County, North Carolina",2489,0.04539975893933307,0.954600241060667,0.021695460024106068,0.9296906388107674,0,0,0,0,0.0032141422257934912,1298,0,39,0,30,43,0,44,69,30,1043,1.1235955056179776,0.37640449438202245,0.7471910112359551,1298,1100,328,883,702,0.537719298245614,0.46228070175438596,50,44,21,55,84,12,142,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
37119004700,37,119,004700,"Census Tract 47, Mecklenburg County, North Carolina",1734,0.0651672433679354,0.9348327566320646,0.3679354094579008,0.510957324106113,0,0.020761245674740483,0.0057670126874279125,0,0.029411764705882353,581,0,12,0,0,9,40,88,0,11,421,1.0238095238095237,0.5833333333333334,0.44047619047619047,581,941,386,1743,1654,0.5377777777777778,0.4622222222222222,27,8,41,6,49,5,47,36,8,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119004800,37,119,004800,"Census Tract 48, Mecklenburg County, North Carolina",3108,0.0814028314028314,0.9185971685971686,0.037001287001287,0.8780566280566281,0,0,0,0,0.0035392535392535394,1741,0,17,25,10,22,135,26,164,37,1305,1,0.4368932038834951,0.5631067961165048,1741,926,315,783,599,0.6155810983397191,0.384418901660281,1,83,9,11,29,87,55,31,21,0,6,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,29,0,0,23,0,7,0,0,0,0,0,0,0,0,0,58,29,0,0,23,0,7,0
37119004900,37,119,004900,"Census Tract 49, Mecklenburg County, North Carolina",841,0,1,0.0558858501783591,0.9441141498216409,0,0,0,0,0,284,0,11,5,0,0,0,0,0,0,268,1,0.3793103448275862,0.6206896551724138,284,1125,443,1197,1005,0.2536764705882353,0.7463235294117647,49,9,19,19,0,17,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37119005000,37,119,005000,"Census Tract 50, Mecklenburg County, North Carolina",2504,0.03913738019169329,0.9608626198083067,0.18849840255591055,0.7256389776357828,0.0023961661341853034,0.029552715654952075,0,0.00718849840255591,0.0075878594249201275,1052,0,0,113,92,189,70,26,8,158,396,1.0430463576158941,0.46688741721854304,0.5761589403973509,1052,893,440,1590,1465,0.5054945054945055,0.4945054945054945,25,110,28,17,68,210,46,12,15,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,7,14,28,0,0,0,0,0,0,0,0,0,0,0,4,12,7,0,13,0,0
37119005100,37,119,005100,"Census Tract 51, Mecklenburg County, North Carolina",2168,0.041051660516605165,0.9589483394833949,0.1014760147601476,0.8081180811808119,0,0.02952029520295203,0,0,0.019833948339483393,1313,0,0,166,5,17,39,34,72,165,815,1.054054054054054,0.38513513513513514,0.668918918918919,1313,915,609,821,684,0.7002518891687658,0.29974811083123426,34,0,35,0,18,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,0,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
37119005200,37,119,005200,"Census Tract 52, Mecklenburg County, North Carolina",1596,0.04887218045112782,0.9511278195488722,0.10025062656641603,0.8233082706766918,0,0,0,0.0043859649122807015,0.023182957393483708,867,0,0,33,29,36,55,106,46,37,525,1.2547169811320755,0.5849056603773585,0.6698113207547169,867,894,346,943,625,0.6878238341968912,0.3121761658031088,0,26,34,0,9,34,0,50,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
37119005301,37,119,005301,"Census Tract 53.01, Mecklenburg County, North Carolina",4534,0.3511248345831495,0.6488751654168504,0.10983678870754301,0.5224966916629907,0.003970004411116012,0.011468901632112925,0,0,0.0011027790030877812,1651,0,4,31,71,110,549,195,0,15,676,1,0.3176328502415459,0.6823671497584541,1651,934,457,1217,1040,0.7132352941176471,0.2867647058823529,113,91,279,60,177,63,98,68,0,0,0,32,22,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,252,14,1,102,29,158,0,0,0,0,0,0,0,0,0,73,239,0,1,65,0,99,0
37119005305,37,119,005305,"Census Tract 53.05, Mecklenburg County, North Carolina",4287,0.24679262887800327,0.7532073711219968,0.013762537905295079,0.7256822953114066,0,0,0,0,0.013762537905295079,1845,0,42,0,16,193,287,31,0,0,1276,1.2152777777777777,0.6087962962962963,0.6064814814814815,1845,1071,445,1025,935,0.6140878988561108,0.38591210114388924,32,0,71,47,122,62,74,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,44,0,0,85,142,76,0,0,0,0,0,0,0,0,0,194,44,0,0,85,142,67,0
37119005306,37,119,005306,"Census Tract 53.06, Mecklenburg County, North Carolina",2329,0.43752683555173894,0.562473164448261,0.07556891369686561,0.48389866895663375,0,0,0,0,0.0030055817947617003,1238,7,248,0,24,54,172,28,0,14,691,1,0.30603448275862066,0.6939655172413793,1238,940,507,873,603,0.5247252747252747,0.47527472527472525,43,14,23,18,0,26,38,24,11,0,0,0,0,12,0,0,25,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,25,57,7,26,18,67,45,62,0,0,0,0,0,0,0,0,0,49,0,20,4,45,35,62
