ncessch,school_name,lea_name,school_level,school_type,enrollment,teachers_fte,school_id,street_location,city_location,fips,tract,county_fips_geo,place_fips,free_or_reduced_price_lunch,meps_poverty_pct,meps_poverty_se,meps_poverty_ptl,meps_mod_poverty_pct,meps_mod_poverty_ptl,read_test_pct_prof_midpt,math_test_pct_prof_midpt,salaries_teachers,student_teacher_ratio,percent_frl_eligible,white,black,hispanic,asian,american_indian_or_alaska_native,native_hawaiian_or_other_pacific_islander,two_or_more_races,unknown,share_white,share_black,share_hisp,share_asian,tractce,geoid.x,name.x,namelsad,intptlat,intptlon,scl_pct_nonwhite,geoid.y,state,county,name.y,total_people,percent_hispanic,percent_nonhisp,percent_white_nonhisp,percent_black_nonhisp,percent_aian_nonhisp,percent_asian_nonhisp,percent_nhpi_nonhisp,percent_other_nonhisp,percent_two_or_more_nonhisp,total_units_in_structure,boat_rv_van,mobile_home,x50_plus_units,x20_to_49_units,x10_to_19_units,x5_to_9_units,x3_or_4_units,x2_units,x1_unit_attached_home,x1_unit_detached_home,percent_kids_under18,percent_kids_under6,percent_kids_6to17,housing_units,median_gross_rent,median_owner_cost_no_mortgage,median_owner_cost_mortgage,median_owner_cost,percent_renter_occupied,percent_owner_occupied,black_female_under5,black_female_5to9,black_female_10to14,black_female_15to17,black_male_under5,black_male_5to9,black_male_10to14,black_male_15to17,white_male_under5,white_male_5to9,white_male_10to14,white_male_15to17,white_female_under5,white_female_5to9,white_female_10to14,white_female_15to17,native_male_under5,native_male_5to9,native_male_10to14,native_male_15to17,native_female_under5,native_female_5to9,native_female_10to14,native_female_15to17,asian_male_under5,asian_male_5to9,asian_male_10to14,asian_male_15to17,asian_female_under5,asian_female_5to9,asian_female_10to14,asian_female_15to17,hisp_male_under5,hisp_male_5to9,hisp_male_10to14,hisp_male_15to17,hisp_female_under5,hisp_female_5to9,hisp_female_10to14,hisp_female15to17,nhpi_male_under5,nhpi_male_5to9,nhpi_male_10to14,nhpi_male_15to17,nhpi_female_under5,nhpi_female_5to9,nhpi_female_10to14,nhpi_female_15to17,other_male_under5,other_male_5to9,other_male_10to14,other_male_15to17,other_female_under5,other_female_5to9,other_female_10to14,other_female_15to17,tract_pct_nonwhite,test_sfh_pct,school_age_kids_in_tract,elementary,middle,high,statefp20,countyfp20,tractce20,total_students,grade_cluster_elementary,grade_cluster_middle,grade_cluster_high,market_share_total,market_share_elementary,market_share_middle,market_share_high,replaced_by_county_ms_elementary,replaced_by_county_ms_middle,replaced_by_county_ms_high
370297002811,Mallard Creek High School,Charlotte-Mecklenburg Schools,High,Regular school,2281,119,3702811,3825 Johnston Oehler Rd,Charlotte,North Carolina,5518,37119,12000,630,10.4,0.479122,29,10.3,34,59,56,6286023,19.2,0.2761946514686541,197,1568,328,98,7,2,81,0,0.08636562911003946,0.6874177992108724,0.1437965804471723,0.04296361245067953,005530,37119005530,55.30,Census Tract 55.30,+35.3594366,-080.7778091,91.4,37119005530,37,119,"Census Tract 55.30, Mecklenburg County, North Carolina",3082,0.03309539260220636,0.9669046073977936,0.2991563919532771,0.5577547047371837,0,0.09474367293964958,0,0,0.01524983776768332,1435,0,18,0,54,292,0,0,0,32,1039,1,0.40775558166862513,0.5922444183313749,1435,1547,510,1658,1591,0.2844175491679274,0.7155824508320726,25,53,114,174,174,0,34,0,0,8,36,7,0,49,0,29,0,0,0,0,0,0,0,0,70,0,0,0,18,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1,72,828,134,184,218,37,119,005530,413,135,93,185,0.13400389357560025,0.6925395620184098,0.5054347826086957,0.8486238532110092,1,0,0
370297003420,Marie G Davis School,Charlotte-Mecklenburg Schools,Primary,Regular school,395,33,3703420,3351 Griffith St,Charlotte,North Carolina,3700,37119,12000,392,35.4,0.965942,100,35.3,95,23,15,1923453,12,0.9924050632911392,1,214,167,3,0,0,10,0,0.002531645569620253,0.5417721518987342,0.42278481012658226,0.007594936708860759,003702,37119003702,37.02,Census Tract 37.02,+35.2030429,-080.8760961,99.7,37119003702,37,119,"Census Tract 37.02, Mecklenburg County, North Carolina",2377,0.06100126209507783,0.9389987379049222,0.44678165755153554,0.4652923853596971,0.00252419015565839,0.01051745898190997,0,0,0.01388304585612116,1209,0,0,493,168,4,60,124,55,221,84,1.033195020746888,0.31742738589211617,0.7157676348547718,1209,1412,NA,1691,1591,0.9055045871559632,0.0944954128440367,70,0,117,5,32,0,78,77,30,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,50,0,0,0,0,55.3,7,648,0,254,132,37,119,003702,271,121,63,87,0.11400925536390408,0.6925395620184098,0.24803149606299213,0.6590909090909091,1,0,0
370297002784,Martin Luther King Jr Middle,Charlotte-Mecklenburg Schools,Middle,Regular school,957,50,3702784,500 Bilmark Ave,Charlotte,North Carolina,5306,37119,12000,954,31.8,1.042598,96,31.7,91,20,11,2436075,19.1,0.9968652037617555,13,332,559,23,6,2,22,0,0.013584117032392894,0.34691745036572624,0.5841170323928945,0.024033437826541274,005306,37119005306,53.06,Census Tract 53.06,+35.2629206,-080.7772720,98.6,37119005306,37,119,"Census Tract 53.06, Mecklenburg County, North Carolina",2329,0.43752683555173894,0.562473164448261,0.07556891369686561,0.48389866895663375,0,0,0,0,0.0030055817947617,1238,7,248,0,24,54,172,28,0,14,691,1,0.30603448275862066,0.6939655172413793,1238,940,507,873,603,0.5247252747252747,0.4752747252747253,43,14,23,18,0,26,38,24,11,0,0,0,0,12,0,0,25,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,25,57,7,26,18,67,45,62,0,0,0,0,0,0,0,0,0,49,0,20,4,45,35,62,92.4,56,778,176,113,196,37,119,005306,573,260,138,175,0.24602833834263632,0.6925395620184098,0.46119611095851776,0.8928571428571429,1,1,0
370297001238,Matthews Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,827,49,3701238,200 E McDowell St,Matthews,North Carolina,5834,37119,41960,137,9.2,0.519378,25,9.1,30,57,59,2660139,16.9,0.1656590084643289,455,151,142,43,0,1,35,0,0.5501813784764208,0.1825876662636034,0.1717049576783555,0.05199516324062878,005834,37119005834,58.34,Census Tract 58.34,+35.1089933,-080.7118563,45,37119005834,37,119,"Census Tract 58.34, Mecklenburg County, North Carolina",4510,0.06541019955654102,0.934589800443459,0.7286031042128603,0.1212860310421286,0,0.01263858093126385,0,0,0.07206208425720621,1540,0,0,0,136,73,22,0,10,10,1289,1.053402239448751,0.49440137812230833,0.5590008613264428,1540,1403,546,1687,1406,0.3834095362508165,0.6165904637491836,10,14,64,15,14,0,0,0,157,90,122,47,131,109,68,55,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,22,43,0,6,31,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,84,1057,303,312,205,37,119,005834,602,275,141,186,0.13348115299334812,0.9075907590759076,0.4519230769230769,0.9073170731707316,0,0,0
370297002166,McAlpine Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,498,29,3702166,9100 Carswell Ln,Charlotte,North Carolina,5831,37119,12000,59,6.5,0.706241,17,6.4,21,60,62,1387299,17.2,0.11847389558232932,246,89,95,38,3,0,27,0,0.4939759036144578,0.178714859437751,0.19076305220883535,0.07630522088353414,005852,37119005852,58.52,Census Tract 58.52,+35.0787553,-080.8306632,50.6,37119005852,37,119,"Census Tract 58.52, Mecklenburg County, North Carolina",2193,0.0250797993616051,0.9749202006383948,0.8294573643410853,0.09712722298221614,0.00683994528043775,0,0,0,0.04149566803465572,1278,0,0,0,76,480,146,57,0,63,456,1,0.3076923076923077,0.6923076923076923,1278,1182,556,2027,1889,0.6246913580246913,0.37530864197530867,0,0,0,0,0,47,0,0,18,58,12,18,11,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,36,188,147,53,18,37,119,005852,290,146,80,64,0.1322389420884633,0.9931972789115646,0.46119611095851776,0.5956669683734754,0,1,1
370297001239,McClintock Middle,Charlotte-Mecklenburg Schools,Middle,Regular school,1142,68,3701239,1925 Rama Rd,Charlotte,North Carolina,1914,37119,12000,1127,34.2,1.137883,100,34.1,94,31,31,2863204,16.8,0.9868651488616462,157,470,432,54,0,3,26,0,0.13747810858143608,0.4115586690017513,0.37828371278458844,0.047285464098073555,001914,37119001914,19.14,Census Tract 19.14,+35.1818052,-080.7625945,86.3,37119001914,37,119,"Census Tract 19.14, Mecklenburg County, North Carolina",4087,0.18840225103988256,0.8115977489601175,0.36016638120871053,0.3060924883777832,0,0.11646684609738196,0,0,0.02887203327624174,1394,0,0,92,118,117,78,159,0,7,823,1.4419970631424377,0.723935389133627,0.7180616740088106,1394,964,461,1348,1130,0.6124260355029586,0.3875739644970414,70,0,0,39,167,0,33,27,108,7,68,0,53,11,10,0,0,0,0,0,0,0,0,0,29,0,29,25,0,0,0,34,1,91,51,22,53,6,42,22,0,0,0,0,0,0,0,0,1,47,19,0,0,2,42,0,64,59,1109,124,260,298,37,119,001914,519,225,132,162,0.12698801076584293,0.6925395620184098,0.5076923076923077,0.5436241610738255,1,0,0
370297002219,McKee Road Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,511,35,3702219,4101 McKee Rd,Charlotte,North Carolina,5847,37119,12000,35,4.2,0.622086,11,4.1,13,69,78,1364622,14.6,0.0684931506849315,244,45,46,160,1,0,15,0,0.4774951076320939,0.08806262230919765,0.09001956947162426,0.3131115459882583,005847,37119005847,58.47,Census Tract 58.47,+35.0760158,-080.7624516,52.3,37119005847,37,119,"Census Tract 58.47, Mecklenburg County, North Carolina",5248,0.03239329268292683,0.9676067073170732,0.6608231707317073,0.0741234756097561,0,0.1955030487804878,0,0.00971798780487804,0.0274390243902439,1972,0,0,50,0,115,108,32,0,376,1291,1.004518072289157,0.3305722891566265,0.6739457831325302,1972,1712,799,2413,2141,0.2287513116474292,0.7712486883525709,0,0,0,7,93,0,0,0,108,140,124,110,31,88,62,66,0,0,0,0,0,0,0,0,43,54,26,6,26,174,32,10,0,0,0,15,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,33.9,65,1254,533,270,438,37,119,005847,619,271,136,212,0.11794969512195122,0.5084427767354597,0.5037037037037037,0.4840182648401826,0,0,0
370297003421,Merancas Middle College-CPCC,Charlotte-Mecklenburg Schools,High,Regular school,173,4,3703421,12010 Verhoeff Dr,Huntersville,North Carolina,6302,37119,33120,17,6.3,0.997514,16,6.2,20,Suppressed data,95,219872,43.2,0.09826589595375723,60,62,31,10,2,0,8,0,0.3468208092485549,0.3583815028901734,0.1791907514450867,0.057803468208092484,006306,37119006306,63.06,Census Tract 63.06,+35.3920017,-080.8391093,65.3,37119006306,37,119,"Census Tract 63.06, Mecklenburg County, North Carolina",1399,0.01644031451036454,0.9835596854896356,0.7648320228734811,0.14581844174410294,0,0.07290922087205147,0,0,0,493,0,10,0,0,0,0,0,0,0,483,1,0.2981651376146789,0.7018348623853211,493,NA,567,1605,1522,0.06567796610169492,0.934322033898305,0,0,0,0,0,70,0,0,37,28,0,17,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,98,235,98,55,28,37,119,006306,182,97,34,51,0.13009292351679771,0.9897959183673468,0.6181818181818182,0.5956669683734754,0,0,1
370297002167,Merry Oaks International Acad,Charlotte-Mecklenburg Schools,Primary,Regular school,616,39,3702167,3508 Draper Ave,Charlotte,North Carolina,1200,37119,12000,613,27.3,1.302644,85,27.2,83,14,11,2056483,15.8,0.9951298701298701,24,172,409,8,0,0,3,0,0.03896103896103896,0.2792207792207792,0.663961038961039,0.012987012987012988,001200,37119001200,12,Census Tract 12,+35.2238478,-080.7885556,96.1,37119001200,37,119,"Census Tract 12, Mecklenburg County, North Carolina",5045,0.2257680872150644,0.7742319127849355,0.5488602576808721,0.18909811694747275,0,0.02814667988107036,0,0.00257680872150644,0.00555004955401387,2333,0,0,0,21,228,376,104,45,47,1512,1,0.526508226691042,0.473491773308958,2333,1165,492,1525,1388,0.4206827309236948,0.5793172690763052,0,16,52,0,0,19,58,0,112,82,44,21,81,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,71,139,59,46,67,0,0,0,0,0,0,0,0,0,0,45,41,70,59,46,67,0,0,45.1,65,1466,273,343,216,37,119,001200,718,395,160,163,0.1423191278493558,0.6925395620184098,0.46647230320699706,0.7546296296296297,1,0,0
370297001241,Metro School,Charlotte-Mecklenburg Schools,Other,Special education school,186,40,3701241,405 S. Davidson St,Charlotte,North Carolina,980300,37119,12000,69,20.9,1.675818,66,20.8,67,5,24.5,345122,4.7,0.3709677419354839,33,84,53,11,1,0,4,0,0.1774193548387097,0.45161290322580644,0.2849462365591398,0.05913978494623656,980300,37119980300,9803,Census Tract 9803,+35.2169288,-080.8379686,82.3,37119980300,37,119,"Census Tract 9803, Mecklenburg County, North Carolina",29,0.5862068965517241,0.41379310344827586,0.41379310344827586,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,NA,NA,NA,12,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6,0,0,0,0,12,37,119,980300,1,0,1,0,0.03448275862068965,0.6925395620184098,0.46119611095851776,0,1,1,0
370297003042,Military and Global Leadership,Charlotte-Mecklenburg Schools,High,Regular school,185,16,3703042,1411 Hawthorne Lane Ste A,Charlotte,North Carolina,800,37119,12000,51,32,1.139279,97,31.9,91,34.5,34.5,764426,11.6,0.2756756756756757,10,60,113,1,0,0,1,0,0.05405405405405406,0.32432432432432434,0.6108108108108108,0.005405405405405406,000800,37119000800,8,Census Tract 8,+35.2281854,-080.8194074,94.6,37119000800,37,119,"Census Tract 8, Mecklenburg County, North Carolina",2991,0.01337345369441658,0.9866265463055834,0.24974924774322968,0.6894015379471748,0,0.02373788030758943,0,0.00635239050484787,0.01738548980274155,1500,0,0,236,91,119,86,22,85,194,667,1.0390879478827362,0.36156351791530944,0.6775244299674267,1500,1051,359,1512,1058,0.5437928408225438,0.4562071591774562,26,65,51,48,148,134,85,34,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,44,646,199,166,160,37,119,000800,340,169,74,97,0.11367435640254096,0.8492462311557789,0.4457831325301205,0.60625,0,0,0
370297002677,Mint Hill Middle,Charlotte-Mecklenburg Schools,Middle,Regular school,923,53,3702677,11501 Idlewild Road,Matthews,North Carolina,5711,37119,43480,208,10.1,0.60997,28,10,33,51,45,3094759,17.4,0.22535211267605634,329,246,249,59,3,3,34,0,0.3564463705308776,0.26652221018418204,0.26977248104008666,0.06392199349945829,005720,37119005720,57.20,Census Tract 57.20,+35.1591217,-080.6922947,64.4,37119005720,37,119,"Census Tract 57.20, Mecklenburg County, North Carolina",2223,0.00404858299595141,0.9959514170040484,0.7395411605937922,0.10211426000899686,0,0.15294646873594242,0,0,0.00134952766531713,1051,0,0,98,0,0,0,0,0,0,953,1,0.3372093023255814,0.6627906976744186,1051,1131,573,1765,1504,0.16614745586708204,0.833852544132918,0,0,0,0,0,0,0,0,50,48,0,19,49,93,0,16,0,0,0,0,0,0,0,0,17,0,0,33,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,91,344,160,0,135,37,119,005720,164,72,39,53,0.07377417903733693,0.45,0.46119611095851776,0.3925925925925926,0,1,0
370297001243,Montclaire Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,546,36,3701243,5801 Farmbrook Dr,Charlotte,North Carolina,3102,37119,12000,543,29.2,1.132106,90,29.1,87,15,14,1367359,15.2,0.9945054945054945,27,54,448,4,0,0,13,0,0.04945054945054945,0.0989010989010989,0.8205128205128205,0.007326007326007326,003102,37119003102,31.02,Census Tract 31.02,+35.1556977,-080.8589655,95.1,37119003102,37,119,"Census Tract 31.02, Mecklenburg County, North Carolina",4095,0.2192918192918193,0.7807081807081807,0.6024420024420024,0.1094017094017094,0.03174603174603174,0.01025641025641025,0,0,0.02686202686202686,2277,0,0,338,285,169,37,102,72,181,1093,1.1079136690647482,0.6882494004796164,0.4196642685851319,2277,1184,546,1688,1488,0.565416285452882,0.434583714547118,0,0,0,0,0,55,0,0,66,0,14,0,62,0,26,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,19,0,0,98,13,31,0,0,0,0,0,0,0,0,0,36,0,0,0,36,0,0,0,39.8,48,604,117,71,124,37,119,003102,495,258,113,124,0.12087912087912088,0.6925395620184098,0.46119611095851776,1,1,1,0
370297002640,Mountain Island Lake Academy,Charlotte-Mecklenburg Schools,Primary,Regular school,732,45,3702640,7905 Pleasant Grove Rd,Charlotte,North Carolina,6104,37119,12000,329,28.3,1.257873,88,28.2,85,35,23,2671292,16.3,0.4494535519125683,68,463,141,34,3,0,23,0,0.09289617486338798,0.6325136612021858,0.19262295081967212,0.04644808743169399,006110,37119006110,61.10,Census Tract 61.10,+35.3015004,-080.9174186,90.7,37119006110,37,119,"Census Tract 61.10, Mecklenburg County, North Carolina",5575,0.0916591928251121,0.908340807174888,0.22690582959641256,0.6477130044843049,0,0.02977578475336323,0,0,0.00394618834080717,2498,0,145,0,0,0,0,0,0,23,2330,1.142262895174709,0.3302828618968386,0.8119800332778702,2498,1618,444,1198,962,0.330031517334534,0.669968482665466,178,60,87,27,30,350,287,1,51,59,31,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,95,0,0,77.3,93,1557,564,405,176,37,119,006110,908,414,211,283,0.16286995515695069,0.7340425531914894,0.5209876543209877,0.5956669683734754,0,0,1
370297001244,Myers Park High School,Charlotte-Mecklenburg Schools,High,Regular school,3539,173,3701244,2400 Colony Rd,Charlotte,North Carolina,2906,37119,12000,633,0,1.215595,1,0,1,75,81,8261447,20.5,0.17886408589997174,2120,746,473,107,8,4,81,0,0.5990392766318169,0.21079400960723368,0.13365357445606105,0.030234529528115287,002909,37119002909,29.09,Census Tract 29.09,+35.1604255,-080.8316285,40.1,37119002909,37,119,"Census Tract 29.09, Mecklenburg County, North Carolina",1760,0,1,0.8755681818181819,0,0,0.0846590909090909,0,0,0.03977272727272727,974,0,0,385,0,0,198,134,0,63,194,1,0.185378590078329,0.814621409921671,974,1632,1252,2325,1666,0.6911421911421911,0.30885780885780884,0,0,0,0,0,0,0,0,16,12,93,43,26,0,84,40,0,0,0,0,0,0,0,0,29,19,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,20,383,52,177,96,37,119,002909,154,53,31,70,0.0875,0.6925395620184098,0.1751412429378531,0.7291666666666666,1,0,0
370297001245,Myers Park Traditional Elem,Charlotte-Mecklenburg Schools,Primary,Regular school,607,39,3701245,2132 Radcliffe Ave,Charlotte,North Carolina,2702,37119,12000,154,3.9,1.739396,10,3.8,12,57,55,1871922,15.6,0.25370675453047775,250,252,61,27,3,1,13,0,0.41186161449752884,0.41515650741350907,0.10049423393739704,0.044481054365733116,002702,37119002702,27.02,Census Tract 27.02,+35.1822859,-080.8379858,58.8,37119002702,37,119,"Census Tract 27.02, Mecklenburg County, North Carolina",5912,0.03721244925575101,0.9627875507442488,0.8964817320703654,0.0179296346414073,3.3829499323410016e-4,0.03467523680649526,0,0,0.01336265223274695,2140,0,13,78,100,95,157,47,8,238,1404,1,0.28314457028647566,0.7168554297135243,2140,1549,1501,4001,3495,0.1761252446183953,0.8238747553816047,0,0,0,0,0,0,0,0,211,221,128,87,167,97,246,138,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,51,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,10.4,66,1512,461,425,473,37,119,002702,455,189,88,178,0.07696211096075778,0.4099783080260304,0.20705882352941177,0.3763213530655391,0,0,0
370297001246,Nations Ford Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,709,45,3701246,7050 Nations Ford Rd,Charlotte,North Carolina,3806,37119,12000,706,33.4,0.995417,99,33.3,93,13,12,2503707,15.8,0.995768688293371,5,178,513,8,1,0,4,0,0.007052186177715092,0.25105782792665726,0.7235543018335684,0.011283497884344146,003810,37119003810,38.10,Census Tract 38.10,+35.1506787,-080.9060583,99.3,37119003810,37,119,"Census Tract 38.10, Mecklenburg County, North Carolina",4731,0.41407736207989854,0.5859226379201015,0.1067427605157472,0.29169308814204187,0,0.1874867892623124,0,0,0,1725,0,0,36,367,284,183,0,0,63,792,1.479746835443038,0.4759493670886076,1.0037974683544304,1725,1264,512,951,811,0.683944374209861,0.31605562579013907,0,79,23,0,0,171,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33,0,0,94,0,0,0,0,97,236,0,190,94,0,111,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,89.3,46,1360,474,390,253,37,119,003810,674,350,150,174,0.14246459522299726,0.7383966244725738,0.38461538461538464,0.6877470355731226,0,0,0
370297003623,New Southeast Elementary Relief School,Charlotte-Mecklenburg Schools,Missing/not reported,Regular school,NA,NA,3703623,11615 Idlewild Road,Matthews,North Carolina,5711,37119,43480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,005720,37119005720,57.20,Census Tract 57.20,+35.1591217,-080.6922947,NA,37119005720,37,119,"Census Tract 57.20, Mecklenburg County, North Carolina",2223,0.00404858299595141,0.9959514170040484,0.7395411605937922,0.10211426000899686,0,0.15294646873594242,0,0,0.00134952766531713,1051,0,0,98,0,0,0,0,0,0,953,1,0.3372093023255814,0.6627906976744186,1051,1131,573,1765,1504,0.16614745586708204,0.833852544132918,0,0,0,0,0,0,0,0,50,48,0,19,49,93,0,16,0,0,0,0,0,0,0,0,17,0,0,33,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,91,344,160,0,135,37,119,005720,164,72,39,53,0.07377417903733693,0.45,0.46119611095851776,0.3925925925925926,0,1,0
370297001247,Newell Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,715,47,3701247,325 Rocky River Road West,Charlotte,North Carolina,5604,37119,12000,712,31.6,1.010627,96,31.5,91,19,14,2417734,15.2,0.9958041958041958,16,295,361,27,1,0,15,0,0.022377622377622378,0.4125874125874126,0.5048951048951049,0.03776223776223776,005604,37119005604,56.04,Census Tract 56.04,+35.3040262,-080.7390968,97.8,37119005604,37,119,"Census Tract 56.04, Mecklenburg County, North Carolina",5684,0.03976073187895848,0.9602392681210415,0.5475017593244195,0.2827234342012667,0,0.07318789584799437,7.037297677691766e-4,0.00738916256157635,0.04873328641801548,1128,0,7,80,180,319,130,20,30,75,287,1,0.45,0.55,1128,826,396,1333,1308,0.7868852459016393,0.21311475409836064,0,0,0,0,11,7,7,2,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2,25,38,7,15,1331,37,119,005604,206,89,59,58,0.03624208304011259,0.6925395620184098,0.46119611095851776,0.04357625845229151,1,1,0
370297003557,North Academy of World Languages,Charlotte-Mecklenburg Schools,Primary,Regular school,368,29,3703557,12201 Hambright Rd,Huntersville,North Carolina,6302,37119,33120,77,NA,NA,NA,NA,NA,NA,NA,NA,12.7,0.20923913043478262,98,152,88,9,0,0,21,0,0.266304347826087,0.41304347826086957,0.2391304347826087,0.024456521739130436,006306,37119006306,63.06,Census Tract 63.06,+35.3920017,-080.8391093,73.4,37119006306,37,119,"Census Tract 63.06, Mecklenburg County, North Carolina",1399,0.01644031451036454,0.9835596854896356,0.7648320228734811,0.14581844174410294,0,0.07290922087205147,0,0,0,493,0,10,0,0,0,0,0,0,0,483,1,0.2981651376146789,0.7018348623853211,493,NA,567,1605,1522,0.06567796610169492,0.934322033898305,0,0,0,0,0,70,0,0,37,28,0,17,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,98,235,98,55,28,37,119,006306,182,97,34,51,0.13009292351679771,0.9897959183673468,0.6181818181818182,0.5956669683734754,0,0,1
370297001248,North Mecklenburg High School,Charlotte-Mecklenburg Schools,High,Regular school,2095,115,3701248,11201 Old Statesville Rd,Huntersville,North Carolina,6302,37119,33120,544,13.9,0.944606,41,13.8,45,56,61,6703816,18.2,0.25966587112171835,193,1258,515,69,5,0,55,0,0.09212410501193317,0.6004773269689737,0.2458233890214797,0.03293556085918854,006306,37119006306,63.06,Census Tract 63.06,+35.3920017,-080.8391093,90.8,37119006306,37,119,"Census Tract 63.06, Mecklenburg County, North Carolina",1399,0.01644031451036454,0.9835596854896356,0.7648320228734811,0.14581844174410294,0,0.07290922087205147,0,0,0,493,0,10,0,0,0,0,0,0,0,483,1,0.2981651376146789,0.7018348623853211,493,NA,567,1605,1522,0.06567796610169492,0.934322033898305,0,0,0,0,0,70,0,0,37,28,0,17,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,98,235,98,55,28,37,119,006306,182,97,34,51,0.13009292351679771,0.9897959183673468,0.6181818181818182,0.5956669683734754,0,0,1
370297001249,Northeast Middle,Charlotte-Mecklenburg Schools,Middle,Regular school,572,39,3701249,5960 Brickstone Dr,Mint Hill,North Carolina,1917,37119,43480,209,32.6,1.130643,98,32.4,92,35,20,1641933,14.7,0.36538461538461536,81,210,242,15,4,0,20,0,0.14160839160839161,0.36713286713286714,0.4230769230769231,0.026223776223776224,001917,37119001917,19.17,Census Tract 19.17,+35.2009127,-080.6892184,85.8,37119001917,37,119,"Census Tract 19.17, Mecklenburg County, North Carolina",4425,0.3609039548022599,0.6390960451977401,0.3306214689265537,0.2592090395480226,0,0.02101694915254237,0,0,0.02824858757062147,1441,0,169,0,0,0,8,0,0,161,1103,1.1396648044692737,0.24953445065176907,0.8901303538175046,1441,1186,465,1095,887,0.4981631153563556,0.5018368846436444,102,30,0,12,47,51,0,33,32,20,25,27,6,68,47,15,0,0,0,0,0,0,0,0,0,20,0,0,0,23,0,0,14,98,243,0,33,91,140,44,0,0,0,0,0,0,0,0,14,71,175,0,0,68,77,35,66.9,77,1661,401,462,329,37,119,001917,643,257,147,239,0.14531073446327683,0.6408977556109726,0.3181818181818182,0.7264437689969605,0,0,0
