ncessch,school_name,lea_name,school_level,school_type,enrollment,teachers_fte,school_id,street_location,city_location,fips,tract,county_fips_geo,place_fips,free_or_reduced_price_lunch,meps_poverty_pct,meps_poverty_se,meps_poverty_ptl,meps_mod_poverty_pct,meps_mod_poverty_ptl,read_test_pct_prof_midpt,math_test_pct_prof_midpt,salaries_teachers,student_teacher_ratio,percent_frl_eligible,white,black,hispanic,asian,american_indian_or_alaska_native,native_hawaiian_or_other_pacific_islander,two_or_more_races,unknown,share_white,share_black,share_hisp,share_asian,tractce,geoid.x,name.x,namelsad,intptlat,intptlon,scl_pct_nonwhite,geoid.y,state,county,name.y,total_people,percent_hispanic,percent_nonhisp,percent_white_nonhisp,percent_black_nonhisp,percent_aian_nonhisp,percent_asian_nonhisp,percent_nhpi_nonhisp,percent_other_nonhisp,percent_two_or_more_nonhisp,total_units_in_structure,boat_rv_van,mobile_home,x50_plus_units,x20_to_49_units,x10_to_19_units,x5_to_9_units,x3_or_4_units,x2_units,x1_unit_attached_home,x1_unit_detached_home,percent_kids_under18,percent_kids_under6,percent_kids_6to17,housing_units,median_gross_rent,median_owner_cost_no_mortgage,median_owner_cost_mortgage,median_owner_cost,percent_renter_occupied,percent_owner_occupied,black_female_under5,black_female_5to9,black_female_10to14,black_female_15to17,black_male_under5,black_male_5to9,black_male_10to14,black_male_15to17,white_male_under5,white_male_5to9,white_male_10to14,white_male_15to17,white_female_under5,white_female_5to9,white_female_10to14,white_female_15to17,native_male_under5,native_male_5to9,native_male_10to14,native_male_15to17,native_female_under5,native_female_5to9,native_female_10to14,native_female_15to17,asian_male_under5,asian_male_5to9,asian_male_10to14,asian_male_15to17,asian_female_under5,asian_female_5to9,asian_female_10to14,asian_female_15to17,hisp_male_under5,hisp_male_5to9,hisp_male_10to14,hisp_male_15to17,hisp_female_under5,hisp_female_5to9,hisp_female_10to14,hisp_female15to17,nhpi_male_under5,nhpi_male_5to9,nhpi_male_10to14,nhpi_male_15to17,nhpi_female_under5,nhpi_female_5to9,nhpi_female_10to14,nhpi_female_15to17,other_male_under5,other_male_5to9,other_male_10to14,other_male_15to17,other_female_under5,other_female_5to9,other_female_10to14,other_female_15to17,tract_pct_nonwhite,test_sfh_pct,school_age_kids_in_tract,elementary,middle,high,statefp20,countyfp20,tractce20,total_students,grade_cluster_elementary,grade_cluster_middle,grade_cluster_high,market_share_total,market_share_elementary,market_share_middle,market_share_high,replaced_by_county_ms_elementary,replaced_by_county_ms_middle,replaced_by_county_ms_high
370297001214,East Mecklenburg High School,Charlotte-Mecklenburg Schools,High,Regular school,2141,118,3701214,6800 Monroe Rd,Charlotte,North Carolina,1914,37119,12000,624,17.9,1.014962,55,17.8,58,70,59,5803439,18.1,0.29145259224661374,406,729,819,143,5,2,37,0,0.1896310135450724,0.3404950957496497,0.3825315273236805,0.06679121905651565,001914,37119001914,19.14,Census Tract 19.14,+35.1818052,-080.7625945,81,37119001914,37,119,"Census Tract 19.14, Mecklenburg County, North Carolina",4087,0.18840225103988256,0.8115977489601175,0.36016638120871053,0.3060924883777832,0,0.11646684609738196,0,0,0.02887203327624174,1394,0,0,92,118,117,78,159,0,7,823,1.4419970631424377,0.723935389133627,0.7180616740088106,1394,964,461,1348,1130,0.6124260355029586,0.3875739644970414,70,0,0,39,167,0,33,27,108,7,68,0,53,11,10,0,0,0,0,0,0,0,0,0,29,0,29,25,0,0,0,34,1,91,51,22,53,6,42,22,0,0,0,0,0,0,0,0,1,47,19,0,0,2,42,0,64,59,1109,124,260,298,37,119,001914,519,225,132,162,0.12698801076584293,0.6925395620184098,0.5076923076923077,0.5436241610738255,1,0,0
370297001215,Eastover Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,356,25,3701215,500 Cherokee Rd,Charlotte,North Carolina,2800,37119,12000,80,1.5,1.348354,6,1.4,5,67,62,1324767,14.2,0.2247191011235955,234,89,11,6,0,0,16,0,0.6573033707865169,0.25,0.03089887640449438,0.016853932584269662,002800,37119002800,28,Census Tract 28,+35.1922203,-080.8212067,34.3,37119002800,37,119,"Census Tract 28, Mecklenburg County, North Carolina",3892,0.01130524152106885,0.9886947584789312,0.9745632065775952,0.01104830421377183,0.00205549845837615,0.0010277492291880701,0,0,0,1624,0,0,8,153,9,77,0,0,77,1300,1,0.3326867119301649,0.6673132880698351,1624,NA,1501,4001,3049,0.05738233397807866,0.9426176660219212,0,0,0,0,0,0,0,0,113,191,118,93,154,162,132,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,80,1031,353,250,212,37,119,002800,215,89,34,92,0.0552415210688592,0.2521246458923513,0.136,0.4339622641509434,0,0,0
370297001216,Eastway Middle,Charlotte-Mecklenburg Schools,Middle,Regular school,848,55,3701216,1501 Norland Rd,Charlotte,North Carolina,1702,37119,12000,845,32.3,1.13624,97,32.2,92,22,18,2647981,15.4,0.9964622641509434,39,255,511,24,0,3,16,0,0.045990566037735846,0.3007075471698113,0.6025943396226415,0.02830188679245283,001702,37119001702,17.02,Census Tract 17.02,+35.2081204,-080.7732945,95.4,37119001702,37,119,"Census Tract 17.02, Mecklenburg County, North Carolina",6912,0.3855613425925926,0.6144386574074074,0.2504340277777778,0.2743055555555556,0,0.05685763888888889,0,0.00535300925925926,0.02748842592592592,2439,0,0,13,364,317,291,70,132,176,1076,1.0099667774086378,0.42967884828349945,0.5802879291251384,2439,1024,455,1272,1084,0.6223194748358862,0.37768052516411377,66,8,50,9,182,113,38,27,11,51,61,0,10,103,11,9,0,0,0,0,0,0,0,0,46,0,0,0,29,20,0,32,187,129,207,70,210,68,178,27,0,0,0,0,0,0,0,0,159,98,171,53,171,25,40,27,75,44,2696,536,559,240,37,119,001702,934,488,235,211,0.13512731481481485,0.9104477611940298,0.4203935599284436,0.8791666666666667,0,0,0
370297001881,Elizabeth Lane Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,803,54,3701881,121 Elizabeth Ln,Matthews,North Carolina,5833,37119,41960,31,2.7,0.711459,8,2.6,8,73,79,3073845,14.9,0.038605230386052306,544,41,83,108,3,0,24,0,0.6774595267745953,0.05105853051058531,0.10336239103362391,0.13449564134495642,005833,37119005833,58.33,Census Tract 58.33,+35.1088595,-080.7394007,32.3,37119005833,37,119,"Census Tract 58.33, Mecklenburg County, North Carolina",5262,0.05264158114785253,0.9473584188521474,0.7941847206385405,0.07544659825161536,0,0.06442417331812998,0,0.0057012542759407,0.00760167236792094,1964,0,26,310,40,72,24,13,7,66,1406,1.022615535889872,0.3687315634218289,0.6538839724680433,1964,2865,509,1895,1500,0.2295839753466872,0.7704160246533128,0,0,9,0,0,0,0,0,172,191,188,23,61,85,55,123,0,0,0,0,0,0,0,0,0,0,0,8,0,14,25,19,0,14,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20.6,72,1028,326,277,481,37,119,005833,517,203,123,191,0.0982516153553782,0.6226993865030674,0.44404332129963897,0.3970893970893971,0,0,0
370297001217,Elizabeth Traditional Elem,Charlotte-Mecklenburg Schools,Primary,Regular school,450,32,3701217,1601 Park Dr,Charlotte,North Carolina,2500,37119,12000,194,11.6,1.089915,33,11.5,38,40,33,1542779,14.1,0.4311111111111111,42,298,78,16,3,0,13,0,0.09333333333333334,0.6622222222222223,0.17333333333333334,0.035555555555555556,002500,37119002500,25,Census Tract 25,+35.2172707,-080.8236353,90.7,37119002500,37,119,"Census Tract 25, Mecklenburg County, North Carolina",2157,0.06815020862308763,0.9318497913769124,0.8062123319425127,0.08437644877144182,0,0.01993509503940658,0,0.00417246175243393,0.01715345387111729,1497,0,0,749,7,94,108,121,56,138,224,1,0.371559633027523,0.6284403669724771,1497,1482,590,2970,2524,0.7362962962962963,0.2637037037037037,0,0,0,8,0,0,0,9,31,13,12,27,31,12,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,15,226,34,71,76,37,119,002500,77,42,14,21,0.03569772832637923,0.6925395620184098,0.19718309859154928,0.27631578947368424,1,0,0
370297002826,Elon Park Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,835,54,3702826,11425 Ardrey Kell Rd,Charlotte,North Carolina,5838,37119,NA,28,1,0.848819,6,0.9,4,73,78,3032717,15.5,0.033532934131736525,345,81,76,314,1,0,18,0,0.41317365269461076,0.09700598802395209,0.09101796407185629,0.37604790419161677,005858,37119005858,58.58,Census Tract 58.58,+35.0140318,-080.8400251,58.7,37119005858,37,119,"Census Tract 58.58, Mecklenburg County, North Carolina",4112,0.13278210116731518,0.8672178988326849,0.4438229571984435,0.1622081712062257,0,0.2441634241245136,0,0,0.01702334630350194,1628,0,0,117,140,0,111,43,0,646,571,1.011764705882353,0.27563025210084036,0.7361344537815127,1628,1752,562,1598,1475,0.5854956753160346,0.4145043246839654,17,0,72,0,31,95,65,0,34,69,140,72,25,0,59,19,0,0,0,0,0,0,0,0,40,137,63,13,20,5,101,89,89,60,0,23,61,0,1,21,0,0,0,0,0,0,0,0,89,0,0,0,60,0,0,0,55.6,35,1570,323,501,300,37,119,005858,1035,442,254,339,0.2517023346303502,0.6925395620184098,0.5069860279441117,0.5956669683734754,1,0,1
370297002675,Endhaven Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,640,40,3702675,6815 Endhaven Ln,Charlotte,North Carolina,5839,37119,12000,95,7.4,0.615808,19,7.3,24,55,52,2239946,16,0.1484375,246,94,132,137,4,3,24,0,0.384375,0.146875,0.20625,0.2140625,005839,37119005839,58.39,Census Tract 58.39,+35.0711566,-080.8369114,61.6,37119005839,37,119,"Census Tract 58.39, Mecklenburg County, North Carolina",2548,0.08869701726844584,0.9113029827315542,0.6766091051805337,0.0565149136577708,0,0.06318681318681318,0,0.04277864992150707,0.07221350078492936,1346,0,0,102,190,391,31,0,11,0,621,1,0.354,0.646,1346,1262,627,1963,1793,0.5413595413595413,0.45864045864045866,0,0,0,0,0,0,0,0,63,33,0,18,75,58,62,34,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,32.3,46,486,107,182,86,37,119,005839,268,132,65,71,0.10518053375196232,0.6925395620184098,0.35714285714285715,0.8255813953488372,1,0,0
370297001211,First Ward Creative Arts Acad,Charlotte-Mecklenburg Schools,Primary,Regular school,528,40,3701211,715 N. Caldwell St,Charlotte,North Carolina,600,37119,12000,525,32.6,1.117062,98,32.5,92,38,27,1842420,13.2,0.9943181818181818,26,386,86,3,3,0,24,0,0.04924242424242424,0.7310606060606061,0.16287878787878787,0.005681818181818182,000600,37119000600,6,Census Tract 6,+35.2251079,-080.8322606,95.1,37119000600,37,119,"Census Tract 6, Mecklenburg County, North Carolina",2753,0.03269160915365056,0.9673083908463496,0.43516164184525974,0.4286233200145296,0,0.06937885942608064,0,0.00399564111877951,0.03014892844169996,1896,0,2,760,389,178,143,27,0,258,139,1,0.5411255411255411,0.4588744588744589,1896,1351,616,2048,1918,0.760759493670886,0.23924050632911392,84,161,6,6,109,36,18,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,56.5,7,505,228,40,24,37,119,000600,190,97,47,46,0.06901561932437342,0.42543859649122806,0.46119611095851776,0.5956669683734754,0,1,1
370297002395,Francis Bradley Middle,Charlotte-Mecklenburg Schools,Middle,Regular school,1075,61,3702395,13345 Beatties Ford Rd,Huntersville,North Carolina,6213,37119,33120,220,9,0.616769,25,8.9,29,54,50,2615528,17.6,0.20465116279069767,396,368,211,43,0,1,56,0,0.3683720930232558,0.34232558139534885,0.19627906976744186,0.04,006222,37119006222,62.22,Census Tract 62.22,+35.3872901,-080.9476367,63.2,37119006222,37,119,"Census Tract 62.22, Mecklenburg County, North Carolina",3960,0.02373737373737373,0.9762626262626264,0.7926767676767676,0.13333333333333333,0,0.04065656565656565,0,0,0.00959595959595959,1378,0,32,0,0,0,0,0,0,0,1346,1.0375586854460097,0.23380281690140844,0.8037558685446009,1378,784,695,1740,1587,0.08200290275761973,0.9179970972423802,0,24,0,0,0,111,111,43,55,84,93,64,114,149,79,84,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,20,0,0,34,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,98,1105,368,343,288,37,119,006222,375,178,89,108,0.0946969696969697,0.483695652173913,0.2594752186588921,0.375,0,0,0
370297003245,Garinger High School,Charlotte-Mecklenburg Schools,High,Regular school,1643,103,3703245,1100 Eastway Dr,Charlotte,North Carolina,1300,37119,12000,1640,31.3,0.978901,95,31.2,90,25,47,5394655,16,0.9981740718198417,59,625,857,66,3,1,32,0,0.035909920876445525,0.3804017041996348,0.5216068167985393,0.04017041996348144,001300,37119001300,13,Census Tract 13,+35.2377407,-080.7892612,96.4,37119001300,37,119,"Census Tract 13, Mecklenburg County, North Carolina",4307,0.10842814023682378,0.8915718597631762,0.4648247039702809,0.3517529602971906,0,0.04457859298815881,0,0.0111446482470397,0.01927095426050615,1986,0,0,8,93,0,62,66,383,97,1277,1.0387596899224807,0.11434108527131782,0.9244186046511628,1986,1072,450,1851,1417,0.5329275041505257,0.46707249584947425,0,59,36,26,0,39,37,29,18,50,33,23,10,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,24,0,0,53.5,64,581,250,178,201,37,119,001300,349,184,67,98,0.08103087996285117,0.736,0.3764044943820225,0.4875621890547264,0,0,0
370297001886,Gov's Village STEM (Lower),Charlotte-Mecklenburg Schools,Primary,Regular school,852,54,3701886,7910 Neal Rd,Charlotte,North Carolina,5524,37119,12000,373,33.1,1.106654,99,33,93,33,31,2245328,15.8,0.43779342723004694,28,482,194,116,3,0,29,0,0.03286384976525822,0.5657276995305164,0.22769953051643194,0.13615023474178403,005536,37119005536,55.36,Census Tract 55.36,+35.2984939,-080.7730234,96.7,37119005536,37,119,"Census Tract 55.36, Mecklenburg County, North Carolina",5655,0.0502210433244916,0.9497789566755084,0.3039787798408488,0.4691423519009726,0,0.15738284703801944,0,0,0.01927497789566755,2749,0,26,38,191,731,367,77,0,100,1219,1.103896103896104,0.5207792207792208,0.5831168831168831,2749,1440,428,1172,1012,0.5736281089617055,0.42637189103829454,22,47,27,28,43,0,97,73,36,121,25,2,0,26,29,28,0,0,0,0,0,0,0,0,10,0,0,0,171,23,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6,44,854,263,178,342,37,119,005536,689,279,198,212,0.12183908045977011,0.6925395620184098,0.46119611095851776,0.6198830409356725,1,1,0
370297002396,Gov's Village STEM (Upper),Charlotte-Mecklenburg Schools,Middle,Regular school,760,42,3702396,7810 Neal Rd,Charlotte,North Carolina,5524,37119,12000,321,30.1,1.265631,92,30,88,40,27,3127539,18.1,0.42236842105263156,18,454,225,37,1,0,25,0,0.02368421052631579,0.5973684210526315,0.29605263157894735,0.04868421052631579,005536,37119005536,55.36,Census Tract 55.36,+35.2984939,-080.7730234,97.6,37119005536,37,119,"Census Tract 55.36, Mecklenburg County, North Carolina",5655,0.0502210433244916,0.9497789566755084,0.3039787798408488,0.4691423519009726,0,0.15738284703801944,0,0,0.01927497789566755,2749,0,26,38,191,731,367,77,0,100,1219,1.103896103896104,0.5207792207792208,0.5831168831168831,2749,1440,428,1172,1012,0.5736281089617055,0.42637189103829454,22,47,27,28,43,0,97,73,36,121,25,2,0,26,29,28,0,0,0,0,0,0,0,0,10,0,0,0,171,23,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6,44,854,263,178,342,37,119,005536,689,279,198,212,0.12183908045977011,0.6925395620184098,0.46119611095851776,0.6198830409356725,1,1,0
370297003273,Grand Oak Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,456,33,3703273,15410 Stumptown Rd,Huntersville,North Carolina,6211,37119,33120,39,4.6,0.659901,12,4.5,14,69,73,1736696,13.8,0.08552631578947369,331,45,48,20,1,1,10,0,0.7258771929824561,0.09868421052631579,0.10526315789473684,0.043859649122807015,006211,37119006211,62.11,Census Tract 62.11,+35.4264588,-080.8774992,27.4,37119006211,37,119,"Census Tract 62.11, Mecklenburg County, North Carolina",6546,0.07057745187901009,0.92942254812099,0.8284448518179041,0.0675221509318668,1.5276504735716468e-4,0.00931866788878704,0,0,0.02398411243507485,2430,0,0,0,51,137,22,0,0,0,2220,1.0088691796008868,0.24501108647450112,0.7638580931263859,2430,1464,665,2036,1836,0.09734513274336284,0.9026548672566372,0,13,15,0,23,26,33,36,118,180,380,112,181,237,271,102,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,15,16,0,47,12,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,17.2,91,1871,485,746,340,37,119,006211,645,391,118,136,0.0985334555453712,0.8061855670103093,0.1581769436997319,0.4,0,0,0
370297001598,Greenway Park Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,544,41,3701598,8301 Monroe Rd,Charlotte,North Carolina,1915,37119,12000,541,32.2,1.006112,97,32.1,92,24,30,1771862,13.3,0.9944852941176471,56,266,166,13,1,0,42,0,0.10294117647058823,0.4889705882352941,0.30514705882352944,0.02389705882352941,001927,37119001927,19.27,Census Tract 19.27,+35.1536905,-080.7434065,89.7,37119001927,37,119,"Census Tract 19.27, Mecklenburg County, North Carolina",3138,0.3081580624601657,0.6918419375398343,0.11695347355003188,0.5423836838750796,0,0,0,0,0.03250478011472275,1514,0,45,79,286,627,336,141,0,0,0,1,0.2272727272727273,0.7727272727272727,1514,1115,NA,NA,NA,1,0,0,68,0,82,60,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,62,62,0,0,95,60,31,0,0,0,0,0,0,0,0,33,62,62,0,0,0,60,31,88.3,0,817,241,122,232,37,119,001927,504,248,103,153,0.16061185468451242,0.6925395620184098,0.8442622950819673,0.6594827586206896,1,0,0
370297001221,Harding University High School,Charlotte-Mecklenburg Schools,High,Regular school,1619,91,3701221,2001 Alleghany St,Charlotte,North Carolina,4000,37119,12000,1616,33.2,1.166118,99,33.1,93,33,27,4541302,17.8,0.9981470043236566,27,887,631,46,2,1,25,0,0.016676961087090797,0.5478690549722051,0.3897467572575664,0.028412600370599134,004000,37119004000,40,Census Tract 40,+35.2334149,-080.9112968,98.3,37119004000,37,119,"Census Tract 40, Mecklenburg County, North Carolina",4448,0.06182553956834532,0.9381744604316546,0.1443345323741007,0.6492805755395683,0.00539568345323741,0.07598920863309352,0,0.00696942446043165,0.05620503597122302,1973,0,73,43,0,41,22,109,92,294,1299,1.0443514644351464,0.2610878661087866,0.7832635983263598,1973,1073,390,886,758,0.5435868961687951,0.45641310383120487,134,219,24,58,97,127,263,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,9,0,0,17,0,0,19,0,15,16,0,0,0,0,0,0,0,0,0,17,0,11,19,0,15,16,85.6,66,1199,399,424,286,37,119,004000,669,286,161,222,0.1504046762589928,0.7167919799498746,0.3797169811320754,0.7762237762237763,0,0,0
370297003313,Harper Middle College High,Charlotte-Mecklenburg Schools,High,Regular school,164,5,3703313,315 W Hebron St,Charlotte,North Carolina,5916,37119,12000,7,11.9,1.18039,34,11.8,39,Suppressed data,95,202764,32.8,0.042682926829268296,55,50,38,14,0,0,7,0,0.3353658536585366,0.3048780487804878,0.23170731707317074,0.08536585365853659,005916,37119005916,59.16,Census Tract 59.16,+35.1317236,-080.9106075,66.5,37119005916,37,119,"Census Tract 59.16, Mecklenburg County, North Carolina",2549,0.32797175362887404,0.6720282463711259,0.05923891722244017,0.5221655551196548,0,0.04864652805021577,0,0,0.04197724597881522,952,0,0,5,62,345,118,9,9,0,404,1.1561338289962826,0.3308550185873606,0.8252788104089219,952,1128,333,1009,729,0.7080459770114943,0.29195402298850576,19,36,55,22,72,82,57,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,35,85,55,2,38,14,28,41,0,0,0,0,0,0,0,0,13,39,27,2,10,0,0,41,94.1,42,799,246,195,135,37,119,005916,458,227,101,130,0.17967830521773245,0.9227642276422764,0.517948717948718,0.9629629629629628,0,0,0
370297002471,Hawk Ridge Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,698,48,3702471,9201 Bryant Farms Rd,Charlotte,North Carolina,5843,37119,12000,61,2.4,0.733597,8,2.3,7,74,79,2662921,14.5,0.08739255014326648,305,66,71,200,2,1,53,0,0.4369627507163324,0.09455587392550144,0.1017191977077364,0.28653295128939826,005843,37119005843,58.43,Census Tract 58.43,+35.0385569,-080.8214818,56.3,37119005843,37,119,"Census Tract 58.43, Mecklenburg County, North Carolina",3130,0.14792332268370606,0.8520766773162939,0.4776357827476038,0.15271565495207667,0,0.16741214057507986,0,0.00447284345047923,0.04984025559105431,1212,0,0,0,0,0,16,11,32,284,869,1.0261958997722096,0.29157175398633256,0.734624145785877,1212,1862,603,2031,1839,0.25149700598802394,0.7485029940119761,13,0,66,6,0,45,40,7,41,48,57,45,9,39,45,44,0,0,0,0,0,0,0,0,72,36,38,11,33,5,0,8,54,0,26,11,0,0,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,52.2,72,881,176,336,244,37,119,005843,550,203,119,228,0.1757188498402556,0.6925395620184098,0.3541666666666667,0.9344262295081968,1,0,0
370297002228,Hawthorne Academy of Health Sciences,Charlotte-Mecklenburg Schools,High,Regular school,307,18,3702228,1411 Hawthorne Ln,Charlotte,North Carolina,800,37119,12000,99,20.4,1.513817,64,20.3,65,62,57,1079602,17.1,0.32247557003257327,12,149,121,21,0,0,4,0,0.03908794788273615,0.48534201954397393,0.3941368078175896,0.06840390879478828,000800,37119000800,8,Census Tract 8,+35.2281854,-080.8194074,96.1,37119000800,37,119,"Census Tract 8, Mecklenburg County, North Carolina",2991,0.01337345369441658,0.9866265463055834,0.24974924774322968,0.6894015379471748,0,0.02373788030758943,0,0.00635239050484787,0.01738548980274155,1500,0,0,236,91,119,86,22,85,194,667,1.0390879478827362,0.36156351791530944,0.6775244299674267,1500,1051,359,1512,1058,0.5437928408225438,0.4562071591774562,26,65,51,48,148,134,85,34,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,44,646,199,166,160,37,119,000800,340,169,74,97,0.11367435640254096,0.8492462311557789,0.4457831325301205,0.60625,0,0,0
370297001223,Hickory Grove Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,620,36,3701223,6709 Pence Rd,Charlotte,North Carolina,1922,37119,12000,617,32.5,1.000964,98,32.4,92,19,12,1576704,17.2,0.9951612903225806,17,240,297,45,3,2,16,0,0.027419354838709678,0.3870967741935484,0.4790322580645161,0.07258064516129033,001922,37119001922,19.22,Census Tract 19.22,+35.2179009,-080.7061391,97.3,37119001922,37,119,"Census Tract 19.22, Mecklenburg County, North Carolina",5332,0.30213803450862714,0.6978619654913728,0.22280570142535633,0.43623405851462865,0,0.00712678169542385,0,0,0.03169542385596399,1836,0,80,0,0,0,68,32,13,52,1591,1.1520423600605143,0.41074130105900153,0.7413010590015129,1836,1187,394,1271,1075,0.3136231884057971,0.6863768115942029,186,161,46,66,40,85,99,97,8,27,14,92,0,20,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,107,60,28,128,93,35,14,0,0,0,0,0,0,0,0,95,74,38,28,103,54,19,10,77.7,87,1973,447,295,459,37,119,001922,775,340,195,240,0.1453488372093023,0.7606263982102909,0.6610169491525424,0.5228758169934641,0,0,0
370297001224,Hidden Valley Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,860,59,3701224,5100 Snow White Ln,Charlotte,North Carolina,5305,37119,12000,857,31.8,1.020181,96,31.7,91,16,27,3007620,14.6,0.9965116279069768,14,258,564,9,1,2,12,0,0.01627906976744186,0.3,0.6558139534883721,0.010465116279069767,005305,37119005305,53.05,Census Tract 53.05,+35.2722436,-080.7849359,98.4,37119005305,37,119,"Census Tract 53.05, Mecklenburg County, North Carolina",4287,0.24679262887800327,0.7532073711219968,0.01376253790529507,0.7256822953114066,0,0,0,0,0.01376253790529507,1845,0,42,0,16,193,287,31,0,0,1276,1.2152777777777777,0.6087962962962963,0.6064814814814815,1845,1071,445,1025,935,0.6140878988561108,0.3859121011438893,32,0,71,47,122,62,74,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,44,0,0,85,142,76,0,0,0,0,0,0,0,0,0,194,44,0,0,85,142,67,0,98.6,69,1590,258,240,259,37,119,005305,714,313,161,240,0.16655003498950316,0.6925395620184098,0.6708333333333333,0.9266409266409268,1,0,0
370297002877,Highland Creek Elementary,Charlotte-Mecklenburg Schools,Primary,Regular school,412,32,3702877,7242 Highland Creek Pkwy,Charlotte,North Carolina,5519,37119,12000,84,9.2,0.495937,25,9.1,30,53,46,1680016,12.9,0.20388349514563106,150,166,45,20,3,2,26,0,0.3640776699029126,0.4029126213592233,0.10922330097087378,0.04854368932038835,005519,37119005519,55.19,Census Tract 55.19,+35.3677073,-080.7405577,63.6,37119005519,37,119,"Census Tract 55.19, Mecklenburg County, North Carolina",5821,0.09482906717058924,0.9051709328294107,0.38498539769799006,0.3983851571894864,0.00481017007387046,0.1015289469163374,0.00137433430682013,0.00274866861364026,0.0113382580312661,2371,0,0,98,175,620,135,8,0,188,1147,1.001124859392576,0.24128233970753657,0.7598425196850394,2371,1334,518,1642,1525,0.5106753812636166,0.48932461873638344,93,179,34,221,79,81,31,52,15,22,118,22,38,40,122,96,0,0,0,0,0,0,0,0,0,174,0,8,102,0,24,0,34,0,33,27,28,35,0,32,0,0,0,0,0,0,0,0,50,0,31,27,28,35,0,32,61.5,48,1943,543,362,571,37,119,005519,873,344,201,328,0.1499742312317471,0.6335174953959485,0.5552486187845304,0.574430823117338,0,0,0
370297002638,Highland Mill Montessori,Charlotte-Mecklenburg Schools,Primary,Regular school,313,23,3702638,3201 Clemson Ave,Charlotte,North Carolina,1400,37119,12000,28,7.4,1.152204,20,7.3,24,72,77,859338,13.6,0.08945686900958466,115,133,31,20,0,0,14,0,0.36741214057507987,0.4249201277955272,0.09904153354632587,0.06389776357827476,001400,37119001400,14,Census Tract 14,+35.2463014,-080.7965034,63.3,37119001400,37,119,"Census Tract 14, Mecklenburg County, North Carolina",3711,0.11209916464564808,0.8879008353543519,0.5389382915656158,0.2293182430611695,0.00511991376987334,0.03018054432767448,0,0,0.08434384263001886,1765,0,0,252,42,100,35,102,47,217,970,1.4488372093023256,0.7488372093023256,0.7,1765,1518,397,1725,1576,0.4844796104686549,0.515520389531345,96,27,61,0,10,29,0,0,26,33,5,13,99,28,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,44,15,0,11,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,46.1,55,551,187,146,55,37,119,001400,234,125,58,51,0.06305578011317704,0.6684491978609626,0.3972602739726027,0.9272727272727272,0,0,0
